step,ram_queue-proxy,ram_user-container,cpu_queue-proxy,cpu_user-container,gpu_gpu_0
140,22.2 MB,13.3 GB,2.71 ms,290 ms,0%
141,22.2 MB,13.3 GB,2.71 ms,290 ms,0%
142,22.2 MB,13.3 GB,2.71 ms,290 ms,0%
143,22.2 MB,13.3 GB,2.71 ms,290 ms,0%
144,22.2 MB,13.3 GB,2.54 ms,290 ms,0%
145,22.2 MB,13.3 GB,2.54 ms,290 ms,0%
146,22.2 MB,13.3 GB,2.54 ms,290 ms,0%
147,22.2 MB,13.3 GB,2.54 ms,290 ms,0%
148,22.3 MB,13.3 GB,2.01 ms,290 ms,0%
149,22.3 MB,13.3 GB,2.01 ms,290 ms,0%
150,22.3 MB,13.3 GB,2.01 ms,290 ms,0%
151,22.3 MB,13.3 GB,2.01 ms,290 ms,0%
152,22.3 MB,13.3 GB,2.01 ms,180 ms,0%
153,22.3 MB,13.3 GB,2.01 ms,180 ms,0%
154,22.3 MB,13.3 GB,2.01 ms,180 ms,0%
155,22.3 MB,13.3 GB,2.01 ms,180 ms,0%
156,22.3 MB,13.3 GB,2.01 ms,180 ms,0%
157,22.3 MB,13.3 GB,1.68 ms,180 ms,0%
158,22.3 MB,13.3 GB,1.68 ms,180 ms,0%
159,22.3 MB,13.3 GB,1.68 ms,180 ms,0%
160,22.3 MB,13.3 GB,1.68 ms,180 ms,0%
161,22.3 MB,13.3 GB,1.68 ms,180 ms,0%
162,22.3 MB,13.3 GB,1.68 ms,180 ms,0%
163,22.3 MB,13.3 GB,1.33 ms,180 ms,0%
164,22.3 MB,13.3 GB,1.33 ms,180 ms,0%
165,22.3 MB,13.3 GB,1.33 ms,27.4 ms,0%
166,22.3 MB,13.3 GB,1.33 ms,27.4 ms,0%
167,22.3 MB,13.3 GB,1.33 ms,27.4 ms,0%
168,22.3 MB,13.3 GB,1.33 ms,18.6 ms,0%
169,22.3 MB,13.3 GB,328 µs,18.6 ms,0%
170,22.3 MB,13.3 GB,379 µs,18.6 ms,0%
171,22.3 MB,13.3 GB,379 µs,18.6 ms,0%
172,22.3 MB,13.3 GB,379 µs,18.6 ms,0%
173,22.3 MB,13.3 GB,379 µs,18.6 ms,0%
174,22.3 MB,13.3 GB,379 µs,18.6 ms,0%
175,22.3 MB,13.3 GB,379 µs,18.6 ms,0%
176,22.3 MB,13.3 GB,379 µs,18.6 ms,0%
177,22.3 MB,13.3 GB,327 µs,18.6 ms,0%
178,22.3 MB,13.3 GB,321 µs,18.6 ms,0%
179,22.5 MB,13.3 GB,374 µs,18.6 ms,0%
180,22.5 MB,13.3 GB,374 µs,372 µs,0%
181,22.5 MB,13.3 GB,374 µs,380 µs,0%
