Execution Mode,Response Time
GPU,147.2911834716797
GPU,159.27891731262207
GPU,162.1882438659668
GPU,150.2774715423584
GPU,142.92521476745605
GPU,142.41724014282227
GPU,180.85622787475586
GPU,148.48742485046387
GPU,171.8275547027588
GPU,169.33155059814453
GPU,136.76204681396484
GPU,179.25219535827637
GPU,147.7426528930664
GPU,171.13080024719238
GPU,201.32298469543457
GPU,137.91160583496094
GPU,207.67288208007812
GPU,138.86651992797852
GPU,138.1765365600586
GPU,148.21820259094238
GPU,164.7493839263916
GPU,231.2687873840332
GPU,143.8587188720703
GPU,140.27132987976074
GPU,162.30640411376953
GPU,218.01156997680664
GPU,158.00042152404785
GPU,154.2771339416504
GPU,175.2087116241455
GPU,150.1211166381836
GPU,187.02969551086426
GPU,163.07964324951172
GPU,190.44198989868164
GPU,170.88241577148438
GPU,169.01230812072754
GPU,187.0903491973877
GPU,194.30251121520996
GPU,155.19742965698242
GPU,167.0762062072754
GPU,144.23456192016602
GPU,142.2469139099121
GPU,147.73521423339844
GPU,163.15174102783203
GPU,153.59506607055664
GPU,157.0807933807373
GPU,144.33469772338867
GPU,150.16818046569824
GPU,143.0319309234619
GPU,158.68959426879883
GPU,179.42333221435547
GPU,158.00747871398926
GPU,142.91481971740723
GPU,206.92462921142578
GPU,154.54974174499512
GPU,144.26918029785156
GPU,152.94580459594727
GPU,224.47919845581055
GPU,189.4287109375
GPU,162.45365142822266
GPU,140.51384925842285
GPU,161.30576133728027
GPU,161.60616874694824
GPU,151.34458541870117
GPU,163.30161094665527
GPU,164.7669792175293
GPU,183.32748413085938
GPU,347.6849555969238
GPU,137.58702278137207
GPU,156.51617050170898
GPU,168.86606216430664
GPU,177.00390815734863
GPU,171.5770721435547
GPU,190.4888153076172
GPU,164.26763534545898
GPU,144.91591453552246
GPU,169.3253993988037
GPU,139.33448791503906
GPU,146.00672721862793
GPU,162.180757522583
GPU,145.47319412231445
GPU,157.2974681854248
GPU,182.49802589416504
GPU,166.71090126037598
GPU,164.3836498260498
GPU,149.5804786682129
GPU,149.55592155456543
GPU,147.2130298614502
GPU,157.8540802001953
GPU,174.25642013549805
GPU,223.63977432250977
GPU,136.24629974365234
GPU,215.8285617828369
GPU,146.7670440673828
GPU,219.3082332611084
GPU,197.8158473968506
GPU,169.00100708007812
GPU,156.97259902954102
GPU,167.76447296142578
GPU,183.17675590515137
GPU,189.51396942138672
GPU,165.75555801391602
GPU,175.7699489593506
GPU,147.75948524475098
GPU,164.63427543640137
GPU,150.2659797668457
GPU,148.0738639831543
GPU,153.08904647827148
GPU,143.9568042755127
GPU,158.24904441833496
GPU,184.20300483703613
GPU,240.51837921142578
GPU,175.50501823425293
GPU,147.9971408843994
GPU,160.50338745117188
GPU,138.5941505432129
GPU,152.33817100524902
GPU,158.2007884979248
GPU,142.20542907714844
GPU,160.02683639526367
GPU,140.7517910003662
GPU,154.18496131896973
GPU,215.53382873535156
GPU,162.43810653686523
GPU,151.77059173583984
GPU,200.70853233337402
GPU,136.47513389587402
GPU,147.34153747558594
GPU,142.53997802734375
GPU,135.56103706359863
GPU,172.58639335632324
GPU,195.20373344421384
GPU,157.9369068145752
GPU,177.71000862121582
GPU,135.2858066558838
GPU,156.31089210510254
GPU,150.5688190460205
GPU,165.0618553161621
GPU,138.6049747467041
GPU,139.49761390686035
GPU,154.0609359741211
GPU,147.20382690429688
GPU,151.91950798034668
GPU,149.01137351989746
GPU,160.00661849975586
GPU,158.43377113342285
GPU,160.46557426452637
GPU,173.42958450317383
GPU,189.7000789642334
GPU,139.24779891967773
GPU,169.27552223205566
GPU,162.1969699859619
GPU,146.3620662689209
GPU,149.42121505737305
GPU,167.56529808044434
GPU,154.65655326843262
GPU,161.8236541748047
GPU,179.8487663269043
GPU,143.39618682861328
GPU,265.8736228942871
GPU,149.75404739379883
GPU,161.6806983947754
GPU,155.96165657043457
GPU,147.4351406097412
GPU,155.37476539611816
GPU,150.9328842163086
GPU,143.92695426940918
GPU,182.7038288116455
GPU,138.85459899902344
GPU,148.34060668945312
GPU,224.32513236999512
GPU,213.33975791931152
GPU,140.16375541687012
GPU,207.4601650238037
GPU,245.47905921936035
GPU,304.36415672302246
GPU,142.9677963256836
GPU,290.25135040283203
GPU,139.75286483764648
GPU,178.06010246276855
GPU,160.76836585998535
GPU,210.49423217773438
GPU,193.8492774963379
GPU,146.34084701538086
GPU,219.4385528564453
GPU,223.95048141479492
GPU,185.33062934875488
GPU,155.47399520874023
GPU,163.50469589233398
GPU,144.37365531921387
GPU,200.22587776184082
GPU,166.88899993896484
GPU,168.05133819580078
GPU,165.1559829711914
GPU,141.44883155822754
GPU,146.32887840270996
GPU,156.10179901123047
GPU,208.12573432922363
GPU,193.91937255859375
GPU,215.96574783325195
GPU,245.06654739379883
GPU,219.68607902526855
GPU,163.16275596618652
GPU,187.32366561889648
GPU,211.05427742004395
GPU,148.23236465454102
GPU,142.70296096801758
GPU,168.93510818481445
GPU,137.90464401245117
GPU,151.9637107849121
GPU,171.42086029052734
GPU,152.25157737731934
GPU,189.89324569702148
GPU,157.28578567504883
GPU,186.6971492767334
GPU,142.0682430267334
GPU,146.9067096710205
GPU,165.84177017211914
GPU,140.33432006835938
GPU,140.82579612731934
GPU,165.83232879638672
GPU,142.38648414611816
GPU,141.20478630065918
GPU,179.8654079437256
GPU,173.87442588806152
GPU,175.97875595092773
GPU,159.26532745361328
GPU,143.9863681793213
GPU,148.19092750549316
GPU,145.5188751220703
GPU,163.87887001037598
GPU,170.86281776428223
GPU,178.07388305664062
GPU,152.1080493927002
GPU,170.2272891998291
GPU,147.4642276763916
GPU,139.9944305419922
GPU,143.17288398742676
GPU,166.70141220092773
GPU,138.71498107910156
GPU,143.0903434753418
GPU,179.42547798156738
GPU,153.64060401916504
GPU,165.45696258544922
GPU,168.16658973693848
GPU,171.34885787963867
GPU,145.4603672027588
GPU,157.91401863098145
GPU,173.92139434814453
GPU,156.43625259399414
GPU,164.70260620117188
GPU,149.8790740966797
GPU,161.7973804473877
GPU,144.8115348815918
GPU,144.63701248168945
GPU,164.5669460296631
GPU,149.5488166809082
GPU,183.6066722869873
GPU,178.12418937683105
GPU,168.85619163513184
GPU,196.89655303955078
GPU,200.7859706878662
GPU,146.19317054748535
GPU,179.6879768371582
GPU,212.94798851013184
GPU,142.84658432006836
GPU,154.47111129760742
GPU,169.59691047668457
GPU,178.0221939086914
GPU,147.98040390014648
GPU,169.19984817504883
GPU,165.01002311706543
GPU,145.26324272155762
GPU,188.99893760681152
GPU,170.63665390014648
GPU,181.99820518493652
GPU,141.4693832397461
GPU,168.79091262817383
GPU,161.46883964538574
GPU,149.1507053375244
GPU,143.68739128112793
GPU,177.63972282409668
GPU,171.01397514343262
GPU,166.18976593017578
GPU,160.3501319885254
GPU,236.2520694732666
GPU,150.95882415771484
GPU,164.48040008544922
GPU,140.05932807922363
GPU,155.6309700012207
GPU,178.07412147521973
GPU,139.81194496154785
GPU,183.3212375640869
GPU,154.61673736572266
GPU,140.05107879638672
GPU,153.8102626800537
GPU,167.45243072509766
GPU,154.79965209960938
GPU,151.27243995666504
GPU,155.18536567687988
GPU,136.78460121154785
GPU,185.67185401916504
GPU,152.37841606140137
GPU,180.6623935699463
GPU,142.82865524291992
GPU,192.20523834228516
GPU,149.64299201965332
GPU,157.6859474182129
GPU,189.22576904296875
GPU,181.7352294921875
GPU,226.19004249572754
GPU,144.6995735168457
GPU,167.7539348602295
GPU,156.94661140441895
GPU,205.57308197021484
GPU,158.6693286895752
GPU,169.19841766357422
GPU,272.1698760986328
GPU,168.5446262359619
GPU,139.70060348510742
GPU,172.8022575378418
GPU,156.09898567199707
GPU,173.49133491516113
GPU,143.22857856750488
GPU,141.96138381958008
GPU,159.02810096740723
GPU,142.0330047607422
GPU,179.56085205078125
GPU,169.31662559509277
GPU,142.9706573486328
GPU,162.4089241027832
GPU,152.96058654785156
GPU,163.9336109161377
GPU,177.9214859008789
GPU,143.00365447998047
GPU,148.8696575164795
GPU,136.70721054077148
GPU,184.26971435546875
GPU,146.12369537353516
GPU,172.77817726135254
GPU,214.6097183227539
GPU,151.9428253173828
GPU,158.75840187072754
GPU,140.47060012817383
GPU,202.77318954467773
GPU,148.62618446350098
GPU,178.07893753051758
GPU,167.1595573425293
GPU,149.48453903198242
GPU,164.0124797821045
GPU,146.90160751342773
GPU,146.38605117797852
GPU,205.6488037109375
GPU,180.17878532409668
GPU,145.63803672790527
GPU,166.33596420288086
GPU,141.8104648590088
GPU,233.80165100097656
GPU,155.60321807861328
GPU,175.20217895507812
GPU,179.8274040222168
GPU,150.57458877563477
GPU,161.78293228149414
GPU,155.82189559936523
GPU,157.78656005859375
GPU,153.5177230834961
GPU,140.4238224029541
GPU,149.73454475402832
GPU,160.48202514648438
GPU,148.69976043701172
GPU,147.61600494384766
GPU,223.70758056640625
GPU,161.65175437927246
GPU,164.58439826965332
GPU,152.39133834838867
GPU,142.09299087524414
GPU,146.4916706085205
GPU,166.17050170898438
GPU,155.25507926940918
GPU,238.82770538330078
GPU,147.75519371032715
GPU,174.06458854675293
GPU,143.52922439575195
GPU,142.53320693969727
GPU,159.08465385437012
GPU,151.649808883667
GPU,139.22581672668457
GPU,164.93916511535645
GPU,140.74935913085938
GPU,162.01119422912598
GPU,175.37293434143066
GPU,146.47130966186523
GPU,185.6802463531494
GPU,156.9777011871338
GPU,156.02774620056152
GPU,143.99185180664062
GPU,161.51137351989746
GPU,163.56024742126465
GPU,142.5698757171631
GPU,148.61602783203125
GPU,151.38897895812988
GPU,155.01079559326172
GPU,145.556640625
GPU,176.9486904144287
GPU,151.18093490600586
GPU,142.7478790283203
GPU,166.23549461364746
GPU,141.22519493103027
GPU,217.655611038208
GPU,168.5617446899414
GPU,141.9259548187256
GPU,156.0067653656006
GPU,154.7558307647705
GPU,146.89669609069824
GPU,156.33878707885742
GPU,157.6340675354004
GPU,147.17130661010742
GPU,151.42412185668945
GPU,151.87840461730957
GPU,144.5540428161621
GPU,137.54968643188477
GPU,144.89774703979492
GPU,177.60815620422363
GPU,160.40220260620117
GPU,174.62530136108398
GPU,170.16682624816895
GPU,153.07178497314453
GPU,157.33060836791992
GPU,150.58298110961914
GPU,146.98810577392578
GPU,143.35927963256836
GPU,172.23591804504395
GPU,135.14456748962402
GPU,136.4431858062744
GPU,166.51220321655273
GPU,164.7995948791504
GPU,142.0896053314209
GPU,149.1654396057129
GPU,146.61736488342285
GPU,161.94043159484863
GPU,149.3755340576172
GPU,147.93853759765625
GPU,184.78899002075195
GPU,140.24982452392578
GPU,173.07462692260742
GPU,140.58294296264648
GPU,151.98802947998047
GPU,141.12391471862793
GPU,145.41959762573242
GPU,160.61863899230957
GPU,138.55934143066406
GPU,165.6731128692627
GPU,194.25578117370605
GPU,158.900785446167
GPU,139.55388069152832
GPU,145.2815055847168
GPU,140.96012115478516
GPU,201.19619369506836
GPU,157.38224983215332
GPU,157.10439682006836
GPU,161.14697456359863
GPU,148.90174865722656
Auto,1598.0793476104736
Auto,1635.304880142212
Auto,1632.954216003418
Auto,2283.3456993103027
Auto,1499.6846199035645
Auto,1421.1249351501465
Auto,2949.778127670288
Auto,1362.3476028442383
Auto,2095.2529907226562
Auto,1308.1889629364014
Auto,1325.509262084961
Auto,1340.9318923950195
Auto,1518.6048030853271
Auto,4615.143966674805
Auto,1539.3386363983154
Auto,2210.9878540039062
Auto,2155.300998687744
Auto,1538.8959884643555
Auto,1573.2143878936768
Auto,1362.2352123260498
Auto,1213.078212738037
Auto,1337.361764907837
Auto,1587.7535343170166
Auto,1352.574062347412
Auto,3079.585886001587
Auto,1462.1163845062256
Auto,1233.2764148712158
Auto,1372.0478534698486
Auto,1622.7864742279053
Auto,1289.0068531036377
Auto,1356.102180480957
Auto,1446.4098453521729
Auto,1677.7808666229248
Auto,1664.1374588012695
Auto,1301.7772674560547
Auto,1572.1481800079346
Auto,1356.492805480957
Auto,2358.0240726470947
Auto,1677.32515335083
Auto,1545.3777313232422
Auto,3867.4160480499268
Auto,1524.1211414337158
Auto,1309.3035221099854
Auto,1849.7836589813232
Auto,1401.1152267456055
Auto,1395.723533630371
Auto,1444.5662021636963
Auto,1348.3388900756836
Auto,1498.144817352295
Auto,993.5610294342041
Auto,996.819257736206
Auto,978.294563293457
Auto,966.9384002685547
Auto,1153.911828994751
Auto,1380.6021690368652
Auto,1249.0644931793213
Auto,926.0932445526123
Auto,1025.3332614898682
Auto,915.0562286376953
Auto,1150.0697612762451
Auto,809.571647644043
Auto,843.000602722168
Auto,660.5046272277832
Auto,870.8323001861572
Auto,1126.527500152588
Auto,530.0770282745361
Auto,246.43445014953613
Auto,141.55445098876953
Auto,153.1008243560791
Auto,153.58495712280273
Auto,137.8945827484131
Auto,148.0663776397705
Auto,171.31261825561523
Auto,153.82494926452637
Auto,143.36895942687988
Auto,183.36071968078613
Auto,161.51351928710938
Auto,168.90969276428223
Auto,153.82938385009766
Auto,178.58099937438965
Auto,192.60478019714355
Auto,146.6844081878662
Auto,139.94770050048828
Auto,182.20224380493164
Auto,146.93560600280762
Auto,141.50691032409668
Auto,168.05405616760254
Auto,168.43852996826172
Auto,177.45556831359863
Auto,143.7448024749756
Auto,158.05606842041016
Auto,166.93758964538574
Auto,141.98541641235352
Auto,142.49401092529297
Auto,170.167875289917
Auto,162.38579750061035
Auto,150.76580047607422
Auto,175.58765411376953
Auto,167.23108291625977
Auto,150.2915382385254
Auto,144.87810134887695
Auto,142.22049713134766
Auto,136.6487979888916
Auto,144.30618286132812
Auto,179.10022735595703
Auto,142.96984672546387
Auto,137.4570369720459
Auto,231.63518905639648
Auto,137.91255950927734
Auto,147.73707389831543
Auto,143.05119514465332
Auto,151.64117813110352
Auto,138.48366737365723
Auto,143.1281566619873
Auto,205.58476448059082
Auto,144.48895454406738
Auto,202.95987129211426
Auto,160.65988540649414
Auto,152.68092155456543
Auto,157.505464553833
Auto,164.8906707763672
Auto,140.34180641174316
Auto,181.0122013092041
Auto,172.2611427307129
Auto,144.23775672912598
Auto,142.55948066711426
Auto,279.46362495422363
Auto,170.36442756652832
Auto,198.28639030456543
Auto,143.63131523132324
Auto,195.26472091674805
Auto,140.36970138549805
