step,ram-gpu_queue-proxy,ram-gpu_user-container,cpu-cpu-2_queue-proxy,cpu-cpu-2_user-container,cpu-cpu-1_queue-proxy,cpu-cpu-1_user-container,cpu-gpu_queue-proxy,cpu-gpu_user-container,ram-cpu-2_queue-proxy,ram-cpu-2_user-container,ram-cpu-1_queue-proxy,ram-cpu-1_user-container,gpu_gpu_0
59,7.18 MB,16.0 MB,,,1.29 ms,3.31 ms,,,,,15.8 MB,34.0 MB,
60,7.18 MB,16.0 MB,,,1.29 ms,3.31 ms,,,,,15.8 MB,34.0 MB,
61,7.18 MB,16.0 MB,,,1.13 ms,3.31 ms,,,,,15.7 MB,34.0 MB,
62,7.18 MB,16.0 MB,,,696 µs,1.47 ms,,,,,15.7 MB,34.0 MB,
63,7.18 MB,16.0 MB,,,712 µs,1.50 ms,,,,,15.7 MB,34.0 MB,
64,7.18 MB,16.0 MB,,,728 µs,1.53 ms,,,,,15.7 MB,34.0 MB,
65,7.18 MB,16.0 MB,,,745 µs,1.56 ms,,,,,15.7 MB,34.0 MB,
66,7.18 MB,16.0 MB,,,761 µs,1.59 ms,,,,,15.7 MB,34.0 MB,
67,7.18 MB,16.0 MB,,,777 µs,1.82 ms,,,,,15.7 MB,34.0 MB,
68,7.18 MB,16.0 MB,,,793 µs,1.82 ms,,,,,15.7 MB,34.0 MB,
69,7.18 MB,16.0 MB,,,810 µs,1.82 ms,,,,,15.7 MB,34.0 MB,
70,7.18 MB,16.0 MB,,,977 µs,1.82 ms,,,,,15.7 MB,34.0 MB,
71,7.18 MB,16.0 MB,,,977 µs,1.59 ms,,,,,15.7 MB,34.0 MB,
72,7.18 MB,16.0 MB,,,977 µs,1.76 ms,,,,,15.7 MB,34.0 MB,
73,7.18 MB,16.0 MB,,,977 µs,1.76 ms,,,,,15.7 MB,34.0 MB,
74,7.18 MB,16.0 MB,,,977 µs,1.76 ms,,,,,15.7 MB,34.0 MB,0%
75,7.18 MB,16.0 MB,,,977 µs,1.76 ms,,,,,15.7 MB,34.0 MB,0%
76,7.18 MB,16.0 MB,,,977 µs,1.76 ms,,,,,15.7 MB,34.0 MB,0%
77,7.18 MB,16.0 MB,,,977 µs,1.76 ms,,,,,15.7 MB,34.0 MB,0%
78,7.18 MB,16.0 MB,,,977 µs,1.76 ms,,,,,15.7 MB,34.0 MB,0%
79,7.18 MB,16.0 MB,,,802 µs,1.76 ms,,,,,15.7 MB,34.0 MB,0%
80,7.18 MB,16.0 MB,,,786 µs,1.48 ms,,,,,15.7 MB,34.0 MB,0%
81,7.18 MB,16.0 MB,,,770 µs,1.51 ms,,,,,15.7 MB,34.0 MB,0%
82,7.18 MB,16.0 MB,,,753 µs,1.74 ms,,,,,15.7 MB,34.0 MB,0%
83,7.18 MB,16.0 MB,,,737 µs,1.74 ms,,,,,15.7 MB,34.0 MB,0%
84,7.18 MB,16.0 MB,,,721 µs,1.74 ms,,,,,15.7 MB,34.0 MB,0%
85,7.18 MB,16.0 MB,,,704 µs,1.52 ms,,,,,15.7 MB,34.0 MB,0%
86,7.18 MB,16.0 MB,,,688 µs,1.49 ms,,,,,15.7 MB,34.0 MB,0%
87,7.18 MB,16.0 MB,,,672 µs,1.46 ms,,,,,15.7 MB,34.0 MB,0%
88,14.2 MB,16.0 MB,,,771 µs,1.43 ms,,,,,16.2 MB,34.0 MB,0%
89,14.2 MB,16.0 MB,,,771 µs,1.40 ms,,,,,16.2 MB,34.0 MB,0%
90,14.2 MB,16.0 MB,,,771 µs,1.37 ms,,,,,16.2 MB,34.0 MB,0%
91,14.2 MB,32.1 MB,,,771 µs,1.40 ms,,,,,16.2 MB,34.1 MB,0%
92,14.2 MB,32.1 MB,,,771 µs,1.40 ms,,,,,16.2 MB,34.1 MB,0%
93,14.2 MB,32.1 MB,,,771 µs,1.40 ms,,,,,16.2 MB,34.1 MB,0%
94,14.2 MB,32.1 MB,,,771 µs,1.40 ms,,,,,16.2 MB,34.1 MB,0%
95,14.2 MB,32.1 MB,,,771 µs,1.40 ms,,,,,16.2 MB,34.1 MB,0%
96,14.2 MB,32.1 MB,,,771 µs,1.24 ms,,,,,16.2 MB,34.1 MB,0%
97,14.2 MB,32.1 MB,,,771 µs,1.24 ms,,,,,16.2 MB,34.1 MB,0%
98,14.2 MB,32.1 MB,,,771 µs,1.24 ms,,,,,16.2 MB,34.1 MB,0%
99,14.2 MB,32.1 MB,,,771 µs,1.24 ms,,,,,16.2 MB,34.1 MB,0%
100,14.2 MB,32.1 MB,,,771 µs,1.24 ms,,,,,16.2 MB,34.1 MB,0%
101,14.2 MB,32.1 MB,,,671 µs,1.24 ms,,,,,16.2 MB,34.1 MB,0%
102,14.3 MB,32.2 MB,,,671 µs,1.24 ms,223 µs,3.53 ms,,,16.2 MB,34.1 MB,0%
103,14.3 MB,32.2 MB,,,671 µs,1.24 ms,233 µs,3.75 ms,,,16.2 MB,34.1 MB,0%
104,14.3 MB,32.2 MB,,,647 µs,1.24 ms,243 µs,3.96 ms,,,16.2 MB,34.1 MB,0%
105,14.3 MB,32.2 MB,,,647 µs,1.01 ms,253 µs,4.18 ms,,,16.2 MB,34.1 MB,0%
106,14.3 MB,32.2 MB,,,647 µs,863 µs,263 µs,4.39 ms,,,16.2 MB,34.1 MB,0%
107,14.3 MB,32.2 MB,,,647 µs,863 µs,273 µs,4.61 ms,,,16.2 MB,34.1 MB,0%
108,14.3 MB,32.2 MB,,,647 µs,863 µs,283 µs,4.82 ms,,,16.2 MB,34.1 MB,0%
109,14.3 MB,32.2 MB,,,647 µs,863 µs,294 µs,5.04 ms,,,16.2 MB,34.1 MB,0%
110,14.3 MB,32.2 MB,,,647 µs,863 µs,304 µs,5.25 ms,,,16.2 MB,34.1 MB,0%
111,14.3 MB,32.2 MB,,,647 µs,863 µs,314 µs,5.47 ms,,,16.2 MB,34.1 MB,0%
112,14.3 MB,32.2 MB,,,647 µs,863 µs,324 µs,5.68 ms,,,16.2 MB,34.1 MB,0%
113,14.3 MB,32.2 MB,,,647 µs,863 µs,334 µs,5.77 ms,,,16.2 MB,34.1 MB,0%
114,14.3 MB,32.2 MB,,,647 µs,863 µs,344 µs,5.98 ms,,,16.2 MB,34.1 MB,0%
115,14.4 MB,32.2 MB,,,570 µs,863 µs,363 µs,6.19 ms,,,16.3 MB,34.1 MB,0%
116,14.4 MB,32.2 MB,,,570 µs,722 µs,374 µs,6.40 ms,,,16.3 MB,34.1 MB,0%
117,14.4 MB,32.2 MB,,,570 µs,722 µs,384 µs,6.61 ms,,,16.3 MB,34.1 MB,0%
118,7.20 MB,32.2 MB,,,570 µs,444 µs,395 µs,6.82 ms,,,16.3 MB,34.1 MB,0%
119,7.20 MB,16.2 MB,,,570 µs,444 µs,405 µs,7.03 ms,,,16.3 MB,34.1 MB,0%
120,7.20 MB,16.2 MB,,,570 µs,444 µs,416 µs,7.24 ms,,,16.3 MB,34.1 MB,0%
121,7.20 MB,16.2 MB,,,232 µs,444 µs,427 µs,7.45 ms,,,16.3 MB,34.1 MB,0%
122,7.20 MB,16.2 MB,,,238 µs,444 µs,437 µs,7.65 ms,,,16.3 MB,34.1 MB,0%
123,7.20 MB,16.2 MB,,,244 µs,444 µs,448 µs,7.86 ms,,,16.3 MB,34.1 MB,0%
124,7.20 MB,16.2 MB,,,250 µs,444 µs,458 µs,8.07 ms,,,16.3 MB,34.1 MB,0%
125,7.20 MB,16.2 MB,,,255 µs,444 µs,469 µs,6.84 ms,,,16.3 MB,34.1 MB,0%
126,7.20 MB,16.2 MB,,,261 µs,444 µs,479 µs,6.84 ms,,,16.3 MB,34.1 MB,0%
127,7.20 MB,16.2 MB,,,267 µs,444 µs,490 µs,6.84 ms,,,16.3 MB,34.1 MB,0%
128,7.20 MB,16.2 MB,,,273 µs,444 µs,500 µs,9.19 ms,,,16.3 MB,34.1 MB,0%
129,7.20 MB,16.2 MB,,,281 µs,444 µs,424 µs,9.41 ms,,,16.3 MB,34.1 MB,0%
130,7.20 MB,16.2 MB,,,287 µs,444 µs,424 µs,9.62 ms,,,16.3 MB,34.1 MB,0%
131,7.30 MB,16.2 MB,,,292 µs,444 µs,543 µs,9.83 ms,,,16.3 MB,34.1 MB,0%
132,7.30 MB,16.2 MB,,,346 µs,145 µs,640 µs,10.0 ms,,,16.3 MB,34.1 MB,0%
133,7.30 MB,16.2 MB,,,346 µs,172 µs,640 µs,10.3 ms,,,16.3 MB,34.1 MB,0%
134,7.30 MB,16.2 MB,,,346 µs,176 µs,640 µs,10.5 ms,,,16.3 MB,34.1 MB,0%
135,7.30 MB,16.2 MB,,,346 µs,207 µs,640 µs,10.7 ms,,,16.3 MB,34.1 MB,0%
136,7.30 MB,16.2 MB,,,346 µs,207 µs,640 µs,10.9 ms,,,16.3 MB,34.1 MB,0%
137,7.30 MB,16.2 MB,,,346 µs,207 µs,640 µs,11.1 ms,,,16.3 MB,34.1 MB,0%
138,7.30 MB,16.2 MB,,,346 µs,207 µs,640 µs,12.8 ms,,,16.3 MB,34.1 MB,0%
139,7.30 MB,16.2 MB,,,346 µs,207 µs,640 µs,12.5 ms,,,16.3 MB,34.1 MB,0%
140,7.30 MB,16.2 MB,,,346 µs,207 µs,640 µs,12.5 ms,,,16.3 MB,34.1 MB,0%
141,7.30 MB,16.2 MB,,,346 µs,207 µs,640 µs,12.5 ms,,,16.3 MB,34.1 MB,0%
142,7.30 MB,16.2 MB,,,346 µs,207 µs,640 µs,12.5 ms,,,16.3 MB,34.1 MB,0%
143,7.30 MB,16.2 MB,,,346 µs,207 µs,640 µs,12.5 ms,,,16.3 MB,34.1 MB,0%
144,7.30 MB,16.2 MB,,,346 µs,180 µs,640 µs,12.5 ms,,,16.3 MB,34.1 MB,0%
145,7.30 MB,16.2 MB,,,293 µs,180 µs,640 µs,12.5 ms,,,16.3 MB,34.1 MB,0%
146,7.30 MB,16.2 MB,,,287 µs,180 µs,640 µs,12.5 ms,,,16.3 MB,34.1 MB,0%
147,7.30 MB,16.2 MB,,,281 µs,180 µs,543 µs,12.5 ms,,,16.3 MB,34.1 MB,0%
148,7.30 MB,16.2 MB,,,282 µs,180 µs,545 µs,12.5 ms,,,16.3 MB,34.1 MB,0%
149,7.30 MB,16.2 MB,,,315 µs,180 µs,534 µs,12.5 ms,,,16.3 MB,34.1 MB,0%
150,7.30 MB,16.2 MB,,,315 µs,180 µs,523 µs,12.5 ms,,,16.3 MB,34.1 MB,0%
151,7.43 MB,16.2 MB,,,315 µs,146 µs,651 µs,12.4 ms,,,16.3 MB,34.1 MB,0%
152,7.43 MB,16.2 MB,,,315 µs,146 µs,651 µs,12.4 ms,,,16.3 MB,34.1 MB,0%
153,7.43 MB,16.2 MB,,,315 µs,146 µs,651 µs,10.7 ms,,,16.3 MB,34.1 MB,0%
154,7.43 MB,16.2 MB,,,315 µs,146 µs,651 µs,10.5 ms,,,16.3 MB,34.1 MB,0%
155,7.43 MB,16.2 MB,,,315 µs,146 µs,651 µs,10.3 ms,,,16.3 MB,34.1 MB,0%
156,7.43 MB,16.2 MB,,,315 µs,146 µs,651 µs,10.1 ms,,,16.3 MB,34.1 MB,0%
157,7.43 MB,16.2 MB,,,315 µs,111 µs,651 µs,12.9 ms,,,16.3 MB,34.1 MB,0%
158,7.43 MB,16.2 MB,,,315 µs,111 µs,651 µs,12.9 ms,,,16.3 MB,34.1 MB,0%
159,7.43 MB,16.2 MB,,,315 µs,111 µs,651 µs,12.9 ms,,,16.3 MB,34.1 MB,0%
160,7.43 MB,16.2 MB,,,315 µs,111 µs,651 µs,12.9 ms,,,16.3 MB,34.1 MB,0%
161,7.43 MB,16.2 MB,,,299 µs,111 µs,651 µs,12.9 ms,,,16.3 MB,34.1 MB,0%
162,7.43 MB,16.2 MB,,,299 µs,111 µs,647 µs,13.1 ms,,,16.3 MB,34.1 MB,0%
163,7.43 MB,16.2 MB,,,299 µs,111 µs,647 µs,13.1 ms,,,16.3 MB,34.1 MB,0%
164,7.43 MB,16.2 MB,,,299 µs,111 µs,647 µs,13.1 ms,,,16.3 MB,34.1 MB,0%
165,7.43 MB,16.2 MB,,,299 µs,95.4 µs,647 µs,13.1 ms,,,16.3 MB,34.1 MB,0%
166,7.43 MB,16.2 MB,,,299 µs,95.4 µs,647 µs,13.1 ms,,,16.3 MB,34.1 MB,0%
167,7.52 MB,16.2 MB,,,299 µs,95.4 µs,652 µs,13.1 ms,,,16.3 MB,34.1 MB,0%
168,7.52 MB,16.2 MB,,,243 µs,95.4 µs,652 µs,13.1 ms,,,16.3 MB,34.1 MB,0%
169,7.52 MB,16.2 MB,,,238 µs,95.4 µs,652 µs,13.1 ms,,,16.3 MB,34.1 MB,0%
170,7.52 MB,16.2 MB,,,234 µs,95.4 µs,652 µs,13.1 ms,,,16.3 MB,34.1 MB,0%
171,7.52 MB,16.3 MB,,,229 µs,95.4 µs,652 µs,13.2 ms,,,16.3 MB,34.1 MB,0%
172,7.52 MB,16.3 MB,,,224 µs,81.9 µs,652 µs,13.2 ms,,,16.3 MB,34.1 MB,0%
173,7.52 MB,16.3 MB,,,219 µs,80.3 µs,652 µs,13.2 ms,,,16.3 MB,34.1 MB,0%
174,7.52 MB,16.3 MB,,,214 µs,78.7 µs,652 µs,13.2 ms,,,16.3 MB,34.1 MB,0%
175,7.52 MB,16.3 MB,,,188 µs,77.2 µs,653 µs,13.2 ms,,,16.3 MB,34.1 MB,0%
176,7.52 MB,16.3 MB,,,184 µs,24.1 µs,653 µs,13.2 ms,,,16.3 MB,34.1 MB,0%
177,7.52 MB,16.3 MB,,,179 µs,24.1 µs,653 µs,13.2 ms,,,16.3 MB,34.1 MB,0%
178,7.52 MB,16.3 MB,,,175 µs,24.1 µs,653 µs,13.2 ms,,,16.3 MB,34.1 MB,0%
179,7.52 MB,16.3 MB,,,171 µs,28.7 µs,653 µs,13.2 ms,,,16.3 MB,34.1 MB,0%
180,7.52 MB,16.3 MB,,,166 µs,28.1 µs,653 µs,13.2 ms,,,16.3 MB,34.1 MB,0%
181,7.52 MB,16.3 MB,,,162 µs,27.4 µs,653 µs,13.2 ms,,,16.3 MB,34.1 MB,0%
182,7.52 MB,16.3 MB,,,158 µs,26.8 µs,653 µs,13.2 ms,,,16.3 MB,34.1 MB,0%
183,7.89 MB,16.3 MB,,,153 µs,26.1 µs,629 µs,13.2 ms,,,16.3 MB,34.1 MB,0%
184,7.89 MB,16.3 MB,,,149 µs,25.4 µs,629 µs,13.2 ms,,,16.3 MB,34.1 MB,0%
185,7.89 MB,16.3 MB,,,145 µs,24.8 µs,629 µs,13.2 ms,,,16.3 MB,34.1 MB,0%
186,7.89 MB,16.3 MB,,,140 µs,24.1 µs,629 µs,13.2 ms,3.50 MB,2.44 MB,16.3 MB,34.1 MB,0%
187,7.89 MB,16.3 MB,,,136 µs,23.5 µs,629 µs,11.2 ms,3.50 MB,2.44 MB,16.3 MB,34.1 MB,0%
188,7.89 MB,16.3 MB,,,132 µs,22.8 µs,629 µs,13.7 ms,3.50 MB,2.44 MB,16.3 MB,34.1 MB,0%
189,7.89 MB,16.3 MB,,,,22.2 µs,629 µs,13.2 ms,3.50 MB,2.44 MB,16.3 MB,34.1 MB,0%
190,7.89 MB,16.3 MB,,,,21.5 µs,629 µs,13.2 ms,3.50 MB,2.44 MB,16.3 MB,34.1 MB,0%
191,7.89 MB,16.3 MB,,,,20.9 µs,506 µs,13.2 ms,3.50 MB,2.44 MB,16.3 MB,34.1 MB,0%
192,7.89 MB,16.3 MB,,,,20.2 µs,516 µs,13.2 ms,3.50 MB,2.44 MB,16.3 MB,34.1 MB,0%
193,7.89 MB,16.3 MB,,,,0 s,621 µs,13.2 ms,3.50 MB,2.44 MB,16.3 MB,34.1 MB,0%
194,7.89 MB,16.3 MB,,,,0 s,621 µs,13.2 ms,3.50 MB,2.44 MB,16.3 MB,34.1 MB,0%
195,7.89 MB,16.3 MB,,,,0 s,621 µs,13.2 ms,3.50 MB,2.44 MB,16.3 MB,34.1 MB,0%
196,7.89 MB,16.3 MB,,,,0 s,621 µs,13.2 ms,3.50 MB,2.44 MB,16.3 MB,34.1 MB,0%
197,7.89 MB,16.3 MB,,,,0 s,621 µs,13.2 ms,3.50 MB,2.44 MB,16.3 MB,34.1 MB,0%
198,7.89 MB,16.3 MB,,,,0 s,621 µs,13.2 ms,3.50 MB,2.44 MB,16.3 MB,34.1 MB,0%
199,7.89 MB,16.3 MB,,1.96 ms,,0 s,621 µs,12.7 ms,3.50 MB,16.1 MB,16.3 MB,34.1 MB,0%
200,7.89 MB,16.3 MB,,2.10 ms,,0 s,621 µs,12.7 ms,3.50 MB,16.1 MB,16.3 MB,34.1 MB,0%
201,7.89 MB,16.3 MB,,2.23 ms,,0 s,518 µs,12.7 ms,3.50 MB,16.1 MB,16.3 MB,34.1 MB,0%
202,7.89 MB,16.3 MB,,2.37 ms,,0 s,508 µs,12.7 ms,3.50 MB,16.1 MB,16.3 MB,34.1 MB,0%
203,7.88 MB,16.3 MB,,2.51 ms,,0 s,576 µs,8.84 ms,3.50 MB,16.1 MB,16.3 MB,34.1 MB,0%
204,7.88 MB,16.3 MB,587 µs,2.65 ms,,,576 µs,8.84 ms,7.66 MB,16.1 MB,16.3 MB,34.1 MB,0%
205,7.88 MB,16.3 MB,608 µs,2.78 ms,,,576 µs,8.84 ms,7.66 MB,16.1 MB,16.3 MB,34.1 MB,0%
206,7.88 MB,16.3 MB,630 µs,2.92 ms,,,576 µs,8.84 ms,7.66 MB,16.1 MB,16.3 MB,34.1 MB,0%
207,7.88 MB,16.3 MB,651 µs,3.06 ms,,,576 µs,8.84 ms,7.66 MB,16.1 MB,16.3 MB,34.1 MB,0%
208,7.88 MB,16.3 MB,673 µs,3.20 ms,,,576 µs,8.84 ms,7.66 MB,16.1 MB,16.3 MB,34.1 MB,0%
209,7.88 MB,16.3 MB,694 µs,3.33 ms,,,576 µs,8.84 ms,7.66 MB,16.1 MB,16.3 MB,34.1 MB,0%
210,7.88 MB,16.3 MB,716 µs,3.47 ms,,,576 µs,8.84 ms,7.66 MB,16.1 MB,16.3 MB,34.1 MB,0%
211,7.88 MB,16.3 MB,737 µs,3.61 ms,,,535 µs,8.84 ms,7.66 MB,16.1 MB,16.3 MB,34.1 MB,0%
212,7.88 MB,16.3 MB,758 µs,3.75 ms,,,535 µs,8.84 ms,7.66 MB,16.1 MB,16.3 MB,34.1 MB,0%
213,7.88 MB,16.3 MB,780 µs,2.77 ms,,,535 µs,8.84 ms,7.66 MB,16.1 MB,16.3 MB,34.1 MB,0%
214,7.88 MB,16.3 MB,801 µs,2.77 ms,,,535 µs,8.84 ms,7.66 MB,16.1 MB,16.3 MB,34.1 MB,0%
215,7.88 MB,16.3 MB,823 µs,2.77 ms,,,535 µs,7.01 ms,7.66 MB,16.1 MB,16.3 MB,34.1 MB,0%
216,7.89 MB,16.3 MB,844 µs,2.77 ms,,,491 µs,7.01 ms,7.66 MB,16.1 MB,16.3 MB,34.1 MB,0%
217,7.89 MB,16.3 MB,866 µs,2.77 ms,,,491 µs,4.98 ms,7.66 MB,16.1 MB,16.3 MB,34.1 MB,0%
218,7.89 MB,16.3 MB,887 µs,2.42 ms,,,491 µs,4.98 ms,7.66 MB,16.1 MB,16.3 MB,34.1 MB,0%
219,7.89 MB,16.3 MB,909 µs,2.49 ms,,,491 µs,4.98 ms,7.66 MB,16.1 MB,16.3 MB,34.1 MB,0%
220,7.89 MB,16.3 MB,930 µs,2.57 ms,,,491 µs,4.98 ms,7.66 MB,16.1 MB,16.3 MB,34.1 MB,0%
221,7.89 MB,16.3 MB,952 µs,2.64 ms,,,491 µs,4.98 ms,7.66 MB,16.1 MB,16.3 MB,34.1 MB,0%
222,7.89 MB,16.3 MB,973 µs,2.71 ms,,,491 µs,4.98 ms,7.66 MB,16.1 MB,16.3 MB,34.1 MB,0%
223,7.89 MB,16.3 MB,755 µs,2.78 ms,,,491 µs,4.98 ms,7.86 MB,16.1 MB,16.3 MB,34.1 MB,0%
224,7.89 MB,16.3 MB,772 µs,2.85 ms,,,491 µs,4.98 ms,7.86 MB,16.1 MB,16.3 MB,34.1 MB,0%
225,7.89 MB,16.3 MB,788 µs,2.92 ms,,,491 µs,4.98 ms,7.86 MB,16.1 MB,16.3 MB,34.1 MB,0%
226,7.89 MB,16.3 MB,880 µs,2.99 ms,,,491 µs,4.98 ms,7.86 MB,16.1 MB,16.3 MB,34.1 MB,0%
227,7.89 MB,16.3 MB,896 µs,3.06 ms,,,449 µs,4.98 ms,7.86 MB,16.1 MB,16.3 MB,34.1 MB,0%
228,7.89 MB,16.3 MB,912 µs,3.13 ms,,,449 µs,4.98 ms,7.86 MB,16.1 MB,16.3 MB,34.1 MB,0%
229,7.89 MB,16.3 MB,929 µs,3.21 ms,,,449 µs,4.98 ms,7.86 MB,16.1 MB,16.3 MB,34.1 MB,0%
230,7.89 MB,16.3 MB,945 µs,3.28 ms,,,449 µs,3.73 ms,7.86 MB,16.1 MB,16.3 MB,34.1 MB,0%
231,7.89 MB,16.3 MB,961 µs,3.35 ms,,,449 µs,81.9 µs,7.86 MB,16.1 MB,16.3 MB,34.1 MB,0%
232,7.89 MB,16.3 MB,977 µs,2.74 ms,,,449 µs,83.5 µs,7.86 MB,16.1 MB,16.3 MB,34.1 MB,0%
233,7.89 MB,16.3 MB,977 µs,2.80 ms,,,449 µs,85.2 µs,7.86 MB,16.1 MB,16.3 MB,34.1 MB,0%
234,7.89 MB,16.3 MB,977 µs,2.85 ms,,,373 µs,99.2 µs,7.86 MB,16.1 MB,16.3 MB,34.1 MB,0%
235,7.89 MB,16.3 MB,886 µs,2.91 ms,,,366 µs,99.2 µs,7.93 MB,16.1 MB,16.3 MB,34.1 MB,0%
236,7.94 MB,16.3 MB,886 µs,2.97 ms,,,414 µs,99.2 µs,7.93 MB,16.1 MB,16.3 MB,34.1 MB,0%
237,7.94 MB,16.3 MB,886 µs,3.02 ms,,,414 µs,99.2 µs,7.93 MB,16.1 MB,16.3 MB,34.1 MB,0%
