step,ram-gpu_queue-proxy,ram-gpu_user-container,cpu-cpu-2_queue-proxy,cpu-cpu-2_user-container,cpu-cpu-1_queue-proxy,cpu-cpu-1_user-container,cpu-gpu_queue-proxy,cpu-gpu_user-container,ram-cpu-2_queue-proxy,ram-cpu-2_user-container,ram-cpu-1_queue-proxy,ram-cpu-1_user-container,gpu_gpu_0
453,8.03 MB,16.3 MB,521 µs,708 µs,,,,,9.39 MB,16.2 MB,,18.0 MB,
454,8.03 MB,16.3 MB,521 µs,708 µs,,,,,9.39 MB,16.2 MB,,18.0 MB,
455,8.03 MB,16.3 MB,521 µs,708 µs,,,,,9.39 MB,16.2 MB,,18.0 MB,
456,8.03 MB,16.3 MB,521 µs,708 µs,,,,,9.39 MB,16.2 MB,,18.0 MB,
457,8.03 MB,16.3 MB,521 µs,708 µs,,,,,9.39 MB,16.2 MB,,,
458,8.03 MB,16.3 MB,521 µs,708 µs,,,,,9.39 MB,16.2 MB,,,
459,8.03 MB,16.3 MB,485 µs,708 µs,,,,,9.39 MB,16.2 MB,,,
460,8.03 MB,16.3 MB,485 µs,708 µs,,,,,9.39 MB,16.2 MB,,,
461,8.03 MB,16.3 MB,303 µs,708 µs,,,,,9.39 MB,16.2 MB,,,
462,8.03 MB,16.3 MB,309 µs,708 µs,,,,,9.39 MB,16.2 MB,,,
463,8.03 MB,16.3 MB,315 µs,440 µs,,,,,9.39 MB,16.2 MB,,,
464,8.03 MB,16.3 MB,322 µs,440 µs,,,,,9.39 MB,16.2 MB,,,
465,8.03 MB,16.3 MB,328 µs,440 µs,,,,,9.39 MB,16.2 MB,,,
466,8.03 MB,16.3 MB,378 µs,440 µs,,,,,9.39 MB,16.2 MB,,,
467,8.03 MB,16.3 MB,378 µs,300 µs,,,,,9.39 MB,16.2 MB,,,
468,8.03 MB,16.3 MB,378 µs,300 µs,,,,,9.39 MB,16.2 MB,,,
469,8.03 MB,16.3 MB,378 µs,300 µs,,,,,9.39 MB,16.2 MB,,,
470,8.03 MB,16.3 MB,378 µs,300 µs,,,,,9.39 MB,16.2 MB,,,
471,8.03 MB,16.3 MB,378 µs,300 µs,,,,,9.39 MB,16.2 MB,,,
472,8.03 MB,16.3 MB,378 µs,300 µs,,,,,9.39 MB,16.2 MB,,,
473,8.03 MB,16.3 MB,326 µs,300 µs,,,,,9.39 MB,16.2 MB,,,
474,8.03 MB,16.3 MB,320 µs,300 µs,,,,,9.39 MB,16.2 MB,,,
475,8.03 MB,16.3 MB,359 µs,300 µs,,,,,9.40 MB,16.2 MB,,,
476,8.03 MB,16.3 MB,359 µs,53.8 µs,,,,,9.40 MB,16.2 MB,,,
477,8.03 MB,16.3 MB,359 µs,55.1 µs,,,,,9.40 MB,16.2 MB,,,
478,8.03 MB,16.3 MB,359 µs,59.0 µs,,,,,9.40 MB,16.2 MB,,,
479,8.03 MB,16.3 MB,359 µs,60.5 µs,,,,,9.40 MB,16.2 MB,,,
480,8.03 MB,16.3 MB,336 µs,62.0 µs,,,,,9.40 MB,16.2 MB,,,
481,8.03 MB,16.3 MB,336 µs,63.5 µs,,,,,9.40 MB,16.2 MB,,,
482,8.03 MB,16.3 MB,336 µs,65.0 µs,,,,,9.40 MB,16.2 MB,,,
