step,ram-gpu_queue-proxy,ram-gpu_user-container,cpu-cpu-2_queue-proxy,cpu-cpu-2_user-container,cpu-cpu-1_queue-proxy,cpu-cpu-1_user-container,cpu-gpu_queue-proxy,cpu-gpu_user-container,ram-cpu-2_queue-proxy,ram-cpu-2_user-container,ram-cpu-1_queue-proxy,ram-cpu-1_user-container,gpu_gpu_0
462,8.52 MB,16.2 MB,453 µs,461 µs,,,,,9.11 MB,16.2 MB,,,
463,8.52 MB,16.2 MB,453 µs,452 µs,,,,,9.11 MB,16.2 MB,,,
464,8.52 MB,16.2 MB,453 µs,373 µs,,,,,9.11 MB,16.2 MB,,,
465,8.52 MB,16.2 MB,453 µs,373 µs,,,,,9.11 MB,16.2 MB,,,
466,8.52 MB,16.2 MB,272 µs,373 µs,,,,,9.11 MB,16.2 MB,,,
467,8.52 MB,16.2 MB,279 µs,373 µs,,,,,9.11 MB,16.2 MB,,,
468,8.52 MB,16.2 MB,284 µs,373 µs,,,,,9.11 MB,16.2 MB,,,
469,8.52 MB,16.2 MB,290 µs,373 µs,,,,,9.11 MB,16.2 MB,,,
470,8.52 MB,16.2 MB,337 µs,373 µs,,,,,9.11 MB,16.2 MB,,,
471,8.52 MB,16.2 MB,337 µs,373 µs,,,,,9.11 MB,16.2 MB,,,
472,8.52 MB,16.2 MB,337 µs,373 µs,,,,,9.11 MB,16.2 MB,,,
473,8.52 MB,16.2 MB,337 µs,373 µs,,,,,9.11 MB,16.2 MB,,,
474,8.52 MB,16.2 MB,337 µs,65.2 µs,,,,,9.11 MB,16.2 MB,,,
475,8.52 MB,16.2 MB,337 µs,66.6 µs,,,,,9.11 MB,16.2 MB,,,
476,8.52 MB,16.2 MB,337 µs,79.6 µs,,,,,9.11 MB,16.2 MB,,,
477,8.52 MB,16.2 MB,337 µs,79.6 µs,,,,,9.11 MB,16.2 MB,,,
478,8.52 MB,16.2 MB,337 µs,79.6 µs,,,,,9.11 MB,16.2 MB,,,
479,8.52 MB,16.2 MB,337 µs,79.6 µs,,,,,9.11 MB,16.2 MB,,,
480,8.52 MB,16.2 MB,337 µs,79.6 µs,,,,,9.11 MB,16.2 MB,,,
481,8.52 MB,16.2 MB,337 µs,79.6 µs,,,,,9.11 MB,16.2 MB,,,
