step,ram-gpu_queue-proxy,ram-gpu_user-container,cpu-cpu-2_queue-proxy,cpu-cpu-2_user-container,cpu-cpu-1_queue-proxy,cpu-cpu-1_user-container,cpu-gpu_queue-proxy,cpu-gpu_user-container,ram-cpu-2_queue-proxy,ram-cpu-2_user-container,ram-cpu-1_queue-proxy,ram-cpu-1_user-container,gpu_gpu_0
464,8.38 MB,16.4 MB,415 µs,129 µs,,,,,8.94 MB,16.2 MB,,,
465,8.38 MB,16.4 MB,415 µs,132 µs,,,,,8.94 MB,16.2 MB,,,
466,8.38 MB,16.4 MB,415 µs,134 µs,,,,,8.94 MB,16.2 MB,,,
467,8.38 MB,16.4 MB,415 µs,156 µs,,,,,8.94 MB,16.2 MB,,,
468,8.38 MB,16.4 MB,415 µs,156 µs,,,,,8.94 MB,16.2 MB,,,
469,8.38 MB,16.4 MB,362 µs,156 µs,,,,,8.94 MB,16.2 MB,,,
470,8.38 MB,16.4 MB,355 µs,156 µs,,,,,8.94 MB,16.2 MB,,,
471,8.38 MB,16.4 MB,348 µs,156 µs,,,,,8.94 MB,16.2 MB,,,
472,8.38 MB,16.4 MB,392 µs,135 µs,,,,,8.95 MB,16.2 MB,,,
473,8.38 MB,16.4 MB,392 µs,132 µs,,,,,8.95 MB,16.2 MB,,,
474,8.38 MB,16.4 MB,392 µs,129 µs,,,,,8.95 MB,16.2 MB,,,
475,8.38 MB,16.4 MB,392 µs,126 µs,,,,,8.95 MB,16.2 MB,,,
476,8.38 MB,16.4 MB,392 µs,126 µs,,,,,8.95 MB,16.2 MB,,,
477,8.38 MB,16.4 MB,392 µs,126 µs,,,,,8.95 MB,16.2 MB,,,
478,8.38 MB,16.4 MB,332 µs,126 µs,,,,,8.95 MB,16.2 MB,,,
479,8.38 MB,16.4 MB,332 µs,126 µs,,,,,8.95 MB,16.2 MB,,,
480,8.38 MB,16.4 MB,332 µs,126 µs,,,,,8.95 MB,16.2 MB,,,
481,8.38 MB,16.4 MB,332 µs,75.4 µs,,,,,8.95 MB,16.2 MB,,,
