step,ram-gpu_queue-proxy,ram-gpu_user-container,cpu-cpu-2_queue-proxy,cpu-cpu-2_user-container,cpu-cpu-1_queue-proxy,cpu-cpu-1_user-container,cpu-gpu_queue-proxy,cpu-gpu_user-container,ram-cpu-2_queue-proxy,ram-cpu-2_user-container,ram-cpu-1_queue-proxy,ram-cpu-1_user-container,gpu_gpu_0
40,,,,,732 µs,2.54 ms,,,,,7.80 MB,17.1 MB,
41,,,,,747 µs,2.60 ms,,,,,7.80 MB,17.1 MB,
42,,,,,828 µs,2.66 ms,,,,,7.80 MB,17.1 MB,
43,,,,,843 µs,2.73 ms,,,,,7.80 MB,17.1 MB,
44,,,,,859 µs,2.79 ms,,,,,7.80 MB,17.1 MB,
45,,,,,874 µs,2.85 ms,,,,,7.80 MB,17.1 MB,
46,,,,,889 µs,2.92 ms,,,,,7.80 MB,17.1 MB,
47,,,,,905 µs,2.98 ms,,,,,7.80 MB,17.1 MB,
48,,,,,920 µs,2.59 ms,,,,,7.80 MB,17.1 MB,
49,,,,,921 µs,2.64 ms,,,,,7.80 MB,17.1 MB,
50,,,,,842 µs,2.70 ms,,,,,7.89 MB,17.1 MB,
51,,,,,842 µs,2.75 ms,,,,,7.89 MB,17.1 MB,
52,,,,,842 µs,2.80 ms,,,,,7.89 MB,17.1 MB,
53,,,,,842 µs,2.86 ms,,,,,7.89 MB,17.1 MB,
54,,,,,842 µs,2.91 ms,,,,,7.89 MB,17.1 MB,
55,,,,,842 µs,2.96 ms,,,,,7.89 MB,17.1 MB,
56,,,,,842 µs,3.02 ms,,,,,7.89 MB,17.1 MB,
57,,,,,842 µs,3.07 ms,,,,,7.89 MB,17.1 MB,
58,,,,,842 µs,3.13 ms,,,,,7.89 MB,17.1 MB,
59,,,,,842 µs,3.18 ms,,,,,7.89 MB,17.1 MB,
60,,,,,842 µs,3.21 ms,,,,,7.89 MB,17.1 MB,
61,,,,,842 µs,3.21 ms,,,,,7.89 MB,17.1 MB,
62,,,,,501 µs,955 µs,,,,,7.89 MB,17.1 MB,
63,,,,,511 µs,955 µs,,,,,7.89 MB,17.1 MB,
64,3.75 MB,2.41 MB,,,521 µs,955 µs,,,,,7.89 MB,17.1 MB,0%
65,3.75 MB,2.41 MB,,,612 µs,955 µs,,,,,7.89 MB,17.1 MB,0%
66,3.75 MB,2.41 MB,,,521 µs,1.14 ms,,,,,7.89 MB,17.1 MB,0%
67,3.75 MB,2.41 MB,,,511 µs,1.12 ms,,,,,7.89 MB,17.1 MB,0%
68,3.75 MB,2.41 MB,,,501 µs,1.40 ms,,,,,7.89 MB,17.1 MB,0%
69,3.75 MB,2.41 MB,,,593 µs,1.40 ms,,,,,8.04 MB,17.1 MB,0%
70,3.75 MB,2.41 MB,,,593 µs,1.40 ms,,,,,8.04 MB,17.1 MB,0%
71,3.75 MB,2.41 MB,,,593 µs,1.40 ms,,,,,8.04 MB,17.1 MB,0%
72,3.75 MB,2.41 MB,,,593 µs,1.40 ms,,,,,8.04 MB,17.1 MB,0%
73,3.75 MB,2.41 MB,,,593 µs,1.40 ms,,,,,8.04 MB,17.1 MB,0%
74,3.75 MB,2.41 MB,,,593 µs,1.40 ms,,,,,8.04 MB,17.1 MB,0%
75,3.75 MB,2.41 MB,,,593 µs,1.40 ms,,,,,8.04 MB,17.1 MB,0%
76,3.75 MB,2.41 MB,,,593 µs,1.40 ms,,,,,8.04 MB,17.1 MB,0%
77,3.75 MB,2.41 MB,,,593 µs,1.40 ms,,,,,8.04 MB,17.1 MB,0%
78,3.75 MB,2.41 MB,,,593 µs,1.18 ms,,,,,8.04 MB,17.1 MB,0%
79,3.75 MB,2.41 MB,,,593 µs,1.18 ms,,,,,8.04 MB,17.1 MB,0%
80,3.75 MB,16.2 MB,,,593 µs,1.18 ms,,4.66 ms,,,8.04 MB,17.1 MB,0%
81,7.17 MB,16.2 MB,,,583 µs,909 µs,555 µs,4.94 ms,,,8.04 MB,17.1 MB,0%
82,7.17 MB,16.2 MB,,,583 µs,1.06 ms,577 µs,5.22 ms,,,8.04 MB,17.1 MB,0%
83,7.17 MB,16.2 MB,,,583 µs,1.06 ms,598 µs,5.50 ms,,,8.04 MB,17.1 MB,0%
84,7.17 MB,16.2 MB,,,583 µs,1.06 ms,620 µs,5.77 ms,,,8.04 MB,17.1 MB,0%
85,7.17 MB,16.2 MB,,,583 µs,1.06 ms,641 µs,6.05 ms,,,8.04 MB,17.1 MB,0%
86,7.17 MB,16.2 MB,,,583 µs,1.06 ms,663 µs,6.33 ms,,,8.04 MB,17.1 MB,0%
87,7.17 MB,16.2 MB,,,482 µs,1.06 ms,684 µs,6.61 ms,,,8.04 MB,17.1 MB,0%
88,7.17 MB,16.2 MB,,,489 µs,1.06 ms,706 µs,6.89 ms,,,8.09 MB,17.1 MB,0%
89,7.17 MB,16.2 MB,,,489 µs,1.06 ms,727 µs,7.17 ms,,,8.09 MB,17.1 MB,0%
90,7.17 MB,16.2 MB,,,489 µs,1.06 ms,749 µs,7.45 ms,,,8.09 MB,17.1 MB,0%
91,7.17 MB,16.2 MB,,,489 µs,1.06 ms,770 µs,7.73 ms,,,8.09 MB,17.1 MB,0%
92,7.17 MB,16.2 MB,,,489 µs,1.06 ms,792 µs,8.01 ms,,,8.09 MB,17.1 MB,0%
93,7.17 MB,16.2 MB,,,489 µs,905 µs,813 µs,8.28 ms,,,8.09 MB,17.1 MB,0%
94,7.17 MB,16.2 MB,,,489 µs,887 µs,834 µs,8.56 ms,,,8.09 MB,17.1 MB,0%
95,7.27 MB,16.2 MB,,,489 µs,870 µs,651 µs,8.84 ms,,,8.09 MB,17.1 MB,0%
96,7.27 MB,16.2 MB,,,489 µs,852 µs,667 µs,9.12 ms,,,8.09 MB,17.1 MB,0%
97,7.27 MB,16.2 MB,,,489 µs,605 µs,684 µs,9.40 ms,,,8.09 MB,17.1 MB,0%
98,7.27 MB,16.2 MB,,,448 µs,605 µs,701 µs,6.93 ms,,,8.09 MB,17.1 MB,0%
99,7.27 MB,16.3 MB,,,448 µs,605 µs,717 µs,8.42 ms,,,8.09 MB,17.1 MB,0%
100,7.27 MB,16.3 MB,,,448 µs,605 µs,734 µs,8.66 ms,,,8.09 MB,17.1 MB,0%
101,7.27 MB,16.3 MB,,,448 µs,605 µs,751 µs,8.90 ms,,,8.09 MB,17.1 MB,0%
102,7.27 MB,16.3 MB,,,448 µs,605 µs,767 µs,9.13 ms,,,8.09 MB,17.1 MB,0%
103,7.27 MB,16.3 MB,,,448 µs,605 µs,784 µs,9.37 ms,,,8.09 MB,17.1 MB,0%
104,7.27 MB,16.3 MB,,,448 µs,605 µs,801 µs,9.60 ms,,,8.09 MB,17.1 MB,0%
105,7.27 MB,16.3 MB,,,448 µs,605 µs,817 µs,9.84 ms,,,8.09 MB,17.1 MB,0%
106,7.27 MB,16.3 MB,,,448 µs,605 µs,834 µs,10.1 ms,,,8.09 MB,17.1 MB,0%
107,7.27 MB,16.3 MB,,,448 µs,605 µs,927 µs,10.3 ms,,,8.09 MB,17.1 MB,0%
108,7.27 MB,16.3 MB,,,448 µs,89.6 µs,944 µs,10.5 ms,,,8.09 MB,17.1 MB,0%
109,7.27 MB,16.3 MB,,,360 µs,91.4 µs,960 µs,10.8 ms,,,8.09 MB,17.1 MB,0%
110,7.27 MB,16.3 MB,,,263 µs,93.3 µs,977 µs,11.0 ms,,,8.09 MB,17.1 MB,0%
111,7.38 MB,16.3 MB,,,257 µs,111 µs,864 µs,11.3 ms,,,8.09 MB,17.1 MB,0%
112,7.38 MB,16.3 MB,,,252 µs,99.6 µs,864 µs,11.4 ms,,,8.09 MB,17.1 MB,0%
113,7.38 MB,16.3 MB,,,246 µs,99.6 µs,864 µs,11.6 ms,,,8.09 MB,17.1 MB,0%
114,7.38 MB,16.3 MB,,,241 µs,99.6 µs,864 µs,11.9 ms,,,8.09 MB,17.1 MB,0%
115,7.38 MB,16.3 MB,,,235 µs,99.6 µs,864 µs,12.1 ms,,,8.09 MB,17.1 MB,0%
116,7.38 MB,16.3 MB,,,340 µs,99.6 µs,864 µs,12.3 ms,,,8.20 MB,17.1 MB,0%
117,7.38 MB,16.3 MB,,,340 µs,99.6 µs,864 µs,12.6 ms,,,8.20 MB,17.1 MB,0%
118,7.38 MB,16.3 MB,,,340 µs,99.6 µs,864 µs,12.8 ms,,,8.20 MB,17.1 MB,0%
119,7.38 MB,16.3 MB,,,340 µs,99.6 µs,864 µs,13.0 ms,,,8.20 MB,17.1 MB,0%
120,7.38 MB,16.3 MB,,,340 µs,99.6 µs,864 µs,13.3 ms,,,8.20 MB,17.1 MB,0%
121,7.38 MB,16.3 MB,,,340 µs,99.6 µs,864 µs,13.5 ms,,,8.20 MB,17.1 MB,0%
122,7.38 MB,16.3 MB,,,340 µs,99.6 µs,864 µs,13.7 ms,,,8.20 MB,17.1 MB,0%
123,7.38 MB,16.3 MB,,,340 µs,99.6 µs,864 µs,13.7 ms,,,8.20 MB,17.1 MB,0%
124,7.38 MB,16.3 MB,,,340 µs,99.6 µs,517 µs,10.7 ms,,,8.20 MB,17.1 MB,0%
125,7.38 MB,16.3 MB,,,340 µs,99.6 µs,615 µs,12.6 ms,,,8.20 MB,17.1 MB,0%
126,7.38 MB,16.3 MB,,,340 µs,99.6 µs,615 µs,12.6 ms,,,8.20 MB,17.1 MB,0%
127,7.38 MB,16.3 MB,,,340 µs,99.6 µs,517 µs,12.6 ms,,,8.20 MB,17.1 MB,0%
128,7.51 MB,16.3 MB,,,340 µs,69.1 µs,619 µs,12.6 ms,,,8.20 MB,17.1 MB,0%
129,7.51 MB,16.3 MB,,,344 µs,69.1 µs,619 µs,12.6 ms,,,8.20 MB,17.1 MB,0%
130,7.51 MB,16.3 MB,,,344 µs,57.1 µs,619 µs,12.6 ms,,,8.20 MB,17.1 MB,0%
131,7.51 MB,16.3 MB,,,344 µs,75.3 µs,619 µs,12.6 ms,,,8.20 MB,17.1 MB,0%
132,7.51 MB,16.3 MB,,,344 µs,75.3 µs,619 µs,12.6 ms,,,8.20 MB,17.1 MB,0%
133,7.51 MB,16.3 MB,,,344 µs,75.3 µs,619 µs,12.6 ms,,,8.20 MB,17.1 MB,0%
134,7.51 MB,16.4 MB,,,344 µs,75.3 µs,619 µs,12.6 ms,,,8.20 MB,17.1 MB,0%
135,7.51 MB,16.4 MB,,,343 µs,75.3 µs,619 µs,12.6 ms,,,8.32 MB,17.1 MB,0%
136,7.51 MB,16.4 MB,,,343 µs,75.3 µs,619 µs,12.6 ms,,,8.32 MB,17.1 MB,0%
137,7.51 MB,16.4 MB,,,343 µs,75.3 µs,619 µs,12.6 ms,,,8.32 MB,17.1 MB,0%
138,7.51 MB,16.4 MB,,,343 µs,67.6 µs,619 µs,12.6 ms,,,8.32 MB,17.1 MB,0%
139,7.51 MB,16.4 MB,,,343 µs,81.8 µs,619 µs,12.6 ms,,,8.32 MB,17.1 MB,0%
140,7.51 MB,16.4 MB,,,343 µs,81.8 µs,619 µs,10.4 ms,,,8.32 MB,17.1 MB,0%
141,7.51 MB,16.4 MB,,,343 µs,81.8 µs,608 µs,10.6 ms,,,8.32 MB,17.1 MB,0%
142,7.51 MB,16.4 MB,,,343 µs,81.8 µs,608 µs,10.8 ms,,,8.32 MB,17.1 MB,0%
143,7.51 MB,16.4 MB,,,343 µs,81.8 µs,608 µs,11.0 ms,,,8.32 MB,17.1 MB,0%
144,7.51 MB,16.4 MB,,,343 µs,81.8 µs,608 µs,11.2 ms,,,8.32 MB,17.1 MB,0%
145,7.51 MB,16.4 MB,,,343 µs,81.8 µs,509 µs,11.4 ms,,,8.32 MB,17.1 MB,0%
146,7.51 MB,16.4 MB,,,307 µs,81.8 µs,499 µs,13.0 ms,,,8.35 MB,17.1 MB,0%
147,7.72 MB,16.4 MB,,,307 µs,81.8 µs,613 µs,13.0 ms,,,8.35 MB,17.1 MB,0%
148,7.72 MB,16.4 MB,,,181 µs,81.8 µs,613 µs,13.0 ms,,,8.35 MB,17.1 MB,0%
149,7.72 MB,16.4 MB,,,185 µs,53.7 µs,613 µs,13.0 ms,,,8.35 MB,17.1 MB,0%
150,7.72 MB,16.4 MB,,,190 µs,53.7 µs,613 µs,13.0 ms,,,8.35 MB,17.1 MB,0%
151,7.72 MB,16.4 MB,,,194 µs,53.7 µs,613 µs,13.0 ms,,,8.35 MB,17.1 MB,0%
152,7.72 MB,16.4 MB,,,199 µs,53.7 µs,613 µs,13.0 ms,,,8.35 MB,17.1 MB,0%
153,7.72 MB,16.4 MB,,,203 µs,53.7 µs,613 µs,13.0 ms,,,8.35 MB,17.1 MB,0%
154,7.72 MB,16.4 MB,,,208 µs,53.7 µs,613 µs,13.0 ms,,,8.35 MB,17.1 MB,0%
155,7.72 MB,16.4 MB,,,212 µs,53.7 µs,623 µs,13.0 ms,,,8.35 MB,17.1 MB,0%
156,7.72 MB,16.4 MB,,,217 µs,53.7 µs,623 µs,13.0 ms,,,8.35 MB,17.1 MB,0%
157,7.72 MB,16.4 MB,,,221 µs,45.1 µs,623 µs,11.4 ms,,,8.35 MB,17.1 MB,0%
158,7.72 MB,16.4 MB,,,226 µs,45.1 µs,623 µs,11.2 ms,,,8.35 MB,17.1 MB,0%
159,7.72 MB,16.4 MB,,,230 µs,45.1 µs,623 µs,11.3 ms,,,8.35 MB,17.1 MB,0%
160,7.72 MB,16.4 MB,,,272 µs,45.1 µs,623 µs,12.8 ms,,,8.35 MB,17.1 MB,0%
161,7.72 MB,16.4 MB,,,272 µs,45.1 µs,623 µs,12.8 ms,,,8.35 MB,17.1 MB,0%
162,7.72 MB,16.4 MB,,,230 µs,45.1 µs,623 µs,12.8 ms,,,8.35 MB,17.1 MB,0%
163,7.72 MB,16.4 MB,,,225 µs,45.1 µs,623 µs,12.8 ms,,,8.35 MB,17.1 MB,0%
164,7.72 MB,16.4 MB,,,221 µs,45.1 µs,623 µs,12.8 ms,,,8.35 MB,17.1 MB,0%
165,7.72 MB,16.4 MB,,,216 µs,45.1 µs,623 µs,12.8 ms,,,8.35 MB,17.1 MB,0%
166,7.72 MB,16.4 MB,,,212 µs,45.1 µs,623 µs,12.8 ms,,,8.35 MB,17.1 MB,0%
167,7.72 MB,16.4 MB,,,207 µs,45.1 µs,623 µs,12.8 ms,,,8.35 MB,17.1 MB,0%
168,7.72 MB,16.4 MB,,,203 µs,45.1 µs,500 µs,12.8 ms,,,8.35 MB,17.1 MB,0%
169,7.72 MB,16.4 MB,,,198 µs,36.6 µs,489 µs,12.8 ms,,,8.35 MB,17.1 MB,0%
170,7.72 MB,16.4 MB,,,194 µs,35.8 µs,479 µs,12.8 ms,,,8.35 MB,17.1 MB,0%
171,7.72 MB,16.4 MB,,,189 µs,35.1 µs,474 µs,11.3 ms,,,8.35 MB,17.1 MB,0%
172,7.72 MB,16.4 MB,,,185 µs,0 s,463 µs,12.7 ms,,,8.35 MB,17.1 MB,0%
173,7.72 MB,16.4 MB,,,180 µs,0 s,453 µs,12.7 ms,,,8.35 MB,17.1 MB,0%
174,7.72 MB,16.4 MB,,,176 µs,0 s,443 µs,12.7 ms,,,8.35 MB,17.1 MB,0%
175,7.72 MB,16.4 MB,,,171 µs,0 s,432 µs,12.7 ms,,,8.35 MB,17.1 MB,0%
176,7.72 MB,16.4 MB,,,58.7 µs,0 s,422 µs,12.7 ms,,,8.35 MB,17.1 MB,0%
177,7.72 MB,16.4 MB,,,58.7 µs,0 s,412 µs,12.7 ms,,,8.35 MB,17.1 MB,0%
178,7.72 MB,16.4 MB,,,58.7 µs,0 s,401 µs,12.7 ms,,15.8 MB,8.35 MB,17.1 MB,0%
179,7.72 MB,16.4 MB,,,58.7 µs,0 s,391 µs,12.7 ms,,15.8 MB,8.35 MB,17.1 MB,0%
180,7.72 MB,16.4 MB,,,58.7 µs,0 s,381 µs,12.7 ms,,15.8 MB,8.35 MB,17.1 MB,0%
181,7.72 MB,16.4 MB,,,58.7 µs,0 s,370 µs,12.7 ms,6.95 MB,15.8 MB,8.35 MB,17.1 MB,0%
182,8.13 MB,16.4 MB,,,75.8 µs,0 s,607 µs,12.7 ms,6.95 MB,15.8 MB,8.35 MB,17.1 MB,0%
183,8.13 MB,16.4 MB,,,73.1 µs,0 s,607 µs,12.6 ms,6.95 MB,15.8 MB,8.35 MB,17.1 MB,0%
184,8.13 MB,16.4 MB,,,70.5 µs,0 s,607 µs,12.6 ms,6.95 MB,15.8 MB,8.35 MB,17.1 MB,0%
185,8.13 MB,16.4 MB,,,67.9 µs,0 s,607 µs,12.6 ms,6.95 MB,15.8 MB,8.35 MB,17.1 MB,0%
186,8.13 MB,16.4 MB,,,65.3 µs,0 s,607 µs,11.0 ms,6.95 MB,15.8 MB,8.35 MB,17.1 MB,0%
187,8.13 MB,16.4 MB,,,62.7 µs,0 s,607 µs,11.2 ms,6.95 MB,15.8 MB,8.35 MB,17.1 MB,0%
188,8.13 MB,16.4 MB,,,60.0 µs,0 s,599 µs,11.2 ms,6.95 MB,15.8 MB,8.35 MB,17.1 MB,0%
189,8.13 MB,16.4 MB,,,57.4 µs,0 s,599 µs,11.2 ms,6.95 MB,15.8 MB,8.35 MB,17.1 MB,0%
190,8.13 MB,16.4 MB,,,54.8 µs,0 s,599 µs,11.2 ms,6.95 MB,15.8 MB,8.35 MB,17.1 MB,0%
191,8.13 MB,16.4 MB,,,52.2 µs,,599 µs,11.2 ms,6.95 MB,15.8 MB,8.35 MB,17.1 MB,0%
192,8.13 MB,16.4 MB,,,49.6 µs,,599 µs,11.2 ms,6.95 MB,15.8 MB,8.35 MB,17.1 MB,0%
193,8.29 MB,16.4 MB,,496 µs,46.9 µs,,572 µs,11.2 ms,6.95 MB,16.1 MB,8.35 MB,17.1 MB,0%
194,8.29 MB,16.4 MB,,517 µs,44.3 µs,,572 µs,10.7 ms,6.95 MB,16.1 MB,8.35 MB,17.1 MB,0%
195,8.29 MB,16.4 MB,,538 µs,,,572 µs,10.7 ms,6.95 MB,16.1 MB,8.35 MB,17.1 MB,0%
196,8.29 MB,16.4 MB,,560 µs,,,572 µs,10.7 ms,6.95 MB,16.1 MB,8.35 MB,17.1 MB,0%
197,8.29 MB,16.4 MB,282 µs,581 µs,,,572 µs,10.7 ms,7.78 MB,16.1 MB,8.35 MB,17.1 MB,0%
198,8.29 MB,16.4 MB,293 µs,602 µs,,,572 µs,10.7 ms,7.78 MB,16.1 MB,8.35 MB,17.1 MB,0%
199,8.29 MB,16.4 MB,305 µs,623 µs,,,572 µs,10.7 ms,7.78 MB,16.1 MB,8.35 MB,17.1 MB,0%
200,8.29 MB,16.4 MB,317 µs,645 µs,,,572 µs,10.7 ms,7.78 MB,16.1 MB,8.35 MB,17.1 MB,0%
201,8.29 MB,16.4 MB,328 µs,666 µs,,,572 µs,10.7 ms,7.78 MB,16.1 MB,8.35 MB,17.1 MB,0%
202,8.29 MB,16.4 MB,340 µs,687 µs,,,572 µs,10.7 ms,7.78 MB,16.1 MB,8.35 MB,17.1 MB,0%
203,8.29 MB,16.4 MB,351 µs,709 µs,,,528 µs,9.03 ms,7.78 MB,16.1 MB,8.35 MB,17.1 MB,0%
204,8.29 MB,16.4 MB,363 µs,730 µs,,,528 µs,5.92 ms,7.78 MB,16.1 MB,8.35 MB,17.1 MB,0%
205,8.29 MB,16.4 MB,374 µs,751 µs,,,528 µs,5.92 ms,7.78 MB,16.1 MB,8.35 MB,17.1 MB,0%
206,8.29 MB,16.4 MB,386 µs,772 µs,,,528 µs,5.92 ms,7.78 MB,16.1 MB,8.35 MB,17.1 MB,0%
207,8.29 MB,16.4 MB,398 µs,859 µs,,,214 µs,5.92 ms,7.78 MB,16.1 MB,8.35 MB,17.1 MB,0%
208,8.29 MB,16.4 MB,409 µs,883 µs,,,221 µs,5.92 ms,7.78 MB,16.1 MB,8.35 MB,17.1 MB,0%
209,8.29 MB,16.4 MB,421 µs,906 µs,,,227 µs,5.92 ms,7.78 MB,16.1 MB,8.35 MB,17.1 MB,0%
210,8.29 MB,16.4 MB,432 µs,929 µs,,,234 µs,5.92 ms,7.78 MB,16.1 MB,8.35 MB,17.1 MB,0%
211,8.29 MB,16.4 MB,444 µs,953 µs,,,241 µs,5.92 ms,7.78 MB,16.1 MB,8.35 MB,17.1 MB,0%
212,8.29 MB,16.4 MB,456 µs,976 µs,,,248 µs,5.92 ms,7.78 MB,16.1 MB,8.35 MB,17.1 MB,0%
213,8.29 MB,16.4 MB,435 µs,999 µs,,,255 µs,5.92 ms,7.90 MB,16.1 MB,8.35 MB,17.1 MB,0%
214,8.29 MB,16.4 MB,446 µs,1.02 ms,,,262 µs,5.92 ms,7.90 MB,16.1 MB,8.35 MB,17.1 MB,0%
215,8.29 MB,16.4 MB,457 µs,1.05 ms,,,221 µs,5.92 ms,7.90 MB,16.1 MB,8.35 MB,17.1 MB,0%
216,8.29 MB,16.4 MB,467 µs,1.07 ms,,,221 µs,5.92 ms,7.90 MB,16.1 MB,8.35 MB,17.1 MB,0%
217,8.29 MB,16.4 MB,478 µs,1.09 ms,,,221 µs,5.92 ms,7.90 MB,16.1 MB,8.35 MB,17.1 MB,0%
218,8.29 MB,16.4 MB,489 µs,1.12 ms,,,221 µs,4.53 ms,7.90 MB,16.1 MB,8.35 MB,17.1 MB,0%
219,8.29 MB,16.4 MB,499 µs,1.14 ms,,,221 µs,2.42 ms,7.90 MB,16.1 MB,8.35 MB,17.1 MB,0%
220,8.29 MB,16.4 MB,510 µs,1.16 ms,,,221 µs,2.42 ms,7.90 MB,16.1 MB,8.35 MB,17.1 MB,0%
221,8.31 MB,16.4 MB,521 µs,1.19 ms,,,290 µs,2.42 ms,7.90 MB,16.1 MB,8.35 MB,17.1 MB,0%
222,8.31 MB,16.4 MB,532 µs,1.20 ms,,,297 µs,2.42 ms,7.90 MB,16.1 MB,8.35 MB,17.1 MB,0%
223,8.31 MB,16.4 MB,643 µs,1.17 ms,,,303 µs,2.42 ms,7.90 MB,16.1 MB,8.35 MB,17.1 MB,0%
224,8.31 MB,16.4 MB,643 µs,1.15 ms,,,309 µs,2.42 ms,7.90 MB,16.1 MB,8.35 MB,17.1 MB,0%
225,8.31 MB,16.4 MB,643 µs,1.13 ms,,,315 µs,2.42 ms,7.90 MB,16.1 MB,8.35 MB,17.1 MB,0%
226,8.31 MB,16.4 MB,626 µs,1.10 ms,,,322 µs,2.42 ms,7.99 MB,16.1 MB,8.35 MB,17.1 MB,0%
227,8.31 MB,16.4 MB,626 µs,1.08 ms,,,328 µs,2.42 ms,7.99 MB,16.1 MB,8.35 MB,17.1 MB,0%
228,8.31 MB,16.4 MB,626 µs,1.06 ms,,,378 µs,2.42 ms,7.99 MB,16.1 MB,8.35 MB,17.1 MB,0%
229,8.31 MB,16.4 MB,626 µs,1.03 ms,,,378 µs,2.42 ms,7.99 MB,16.1 MB,8.35 MB,17.1 MB,0%
230,8.31 MB,16.4 MB,626 µs,1.01 ms,,,378 µs,2.42 ms,7.99 MB,16.1 MB,8.35 MB,17.1 MB,0%
231,8.31 MB,16.4 MB,626 µs,985 µs,,,362 µs,2.42 ms,7.99 MB,16.1 MB,8.35 MB,17.1 MB,0%
232,8.31 MB,16.4 MB,626 µs,962 µs,,,362 µs,77.9 µs,7.99 MB,16.1 MB,8.35 MB,17.1 MB,0%
233,8.31 MB,16.4 MB,626 µs,939 µs,,,362 µs,77.9 µs,7.99 MB,16.1 MB,8.35 MB,17.1 MB,0%
234,8.31 MB,16.4 MB,626 µs,915 µs,,,362 µs,77.9 µs,7.99 MB,16.1 MB,8.35 MB,17.1 MB,0%
235,8.31 MB,16.4 MB,626 µs,892 µs,,,362 µs,77.9 µs,7.99 MB,16.1 MB,8.35 MB,17.1 MB,0%
236,8.31 MB,16.4 MB,626 µs,869 µs,,,362 µs,77.9 µs,7.99 MB,16.1 MB,8.35 MB,17.1 MB,0%
237,8.31 MB,16.4 MB,626 µs,1.38 ms,,,362 µs,77.9 µs,7.99 MB,16.1 MB,8.35 MB,17.1 MB,0%
238,8.31 MB,16.4 MB,626 µs,1.42 ms,,,362 µs,77.9 µs,7.99 MB,16.1 MB,8.35 MB,17.1 MB,0%
239,8.31 MB,16.4 MB,626 µs,1.42 ms,,,362 µs,77.9 µs,7.99 MB,16.1 MB,8.35 MB,17.1 MB,0%
240,8.31 MB,16.4 MB,626 µs,1.42 ms,,,362 µs,77.9 µs,7.99 MB,16.1 MB,8.35 MB,17.1 MB,0%
241,8.31 MB,16.4 MB,589 µs,1.42 ms,,,362 µs,77.9 µs,7.99 MB,16.1 MB,8.35 MB,17.1 MB,0%
242,8.31 MB,16.4 MB,589 µs,1.42 ms,,,327 µs,77.9 µs,7.99 MB,16.1 MB,8.35 MB,17.1 MB,0%
243,8.31 MB,16.4 MB,494 µs,1.42 ms,,,327 µs,77.9 µs,7.99 MB,16.1 MB,8.35 MB,17.1 MB,0%
