step,ram-gpu_queue-proxy,ram-gpu_user-container,cpu-cpu-2_queue-proxy,cpu-cpu-2_user-container,cpu-cpu-1_queue-proxy,cpu-cpu-1_user-container,cpu-gpu_queue-proxy,cpu-gpu_user-container,ram-cpu-2_queue-proxy,ram-cpu-2_user-container,ram-cpu-1_queue-proxy,ram-cpu-1_user-container,gpu_gpu_0
126,6.89 MB,16.1 MB,,,445 µs,462 µs,784 µs,9.39 ms,,,14.6 MB,32.1 MB,0%
127,6.89 MB,16.1 MB,,,445 µs,462 µs,864 µs,9.62 ms,,,14.6 MB,32.1 MB,0%
128,6.89 MB,16.1 MB,,,445 µs,462 µs,880 µs,9.85 ms,,,14.6 MB,32.1 MB,0%
129,6.89 MB,16.1 MB,,,445 µs,462 µs,896 µs,10.1 ms,,,14.6 MB,32.1 MB,0%
130,6.89 MB,16.1 MB,,,392 µs,462 µs,912 µs,10.3 ms,,,14.7 MB,32.1 MB,0%
131,6.89 MB,16.1 MB,,,392 µs,462 µs,928 µs,10.5 ms,,,14.7 MB,32.1 MB,0%
132,6.89 MB,16.1 MB,,,392 µs,462 µs,944 µs,10.8 ms,,,14.7 MB,32.1 MB,0%
133,6.89 MB,16.1 MB,,,392 µs,462 µs,960 µs,11.0 ms,,,14.7 MB,32.1 MB,0%
134,6.89 MB,16.1 MB,,,392 µs,462 µs,961 µs,11.2 ms,,,14.7 MB,32.1 MB,0%
135,6.89 MB,16.1 MB,,,392 µs,212 µs,961 µs,11.5 ms,,,14.7 MB,32.1 MB,0%
136,6.89 MB,16.1 MB,,,392 µs,212 µs,961 µs,11.7 ms,,,14.7 MB,32.1 MB,0%
137,6.89 MB,16.2 MB,,,392 µs,212 µs,961 µs,11.9 ms,,,14.7 MB,32.1 MB,0%
138,6.89 MB,16.2 MB,,,392 µs,212 µs,961 µs,12.1 ms,,,14.7 MB,32.1 MB,0%
139,6.89 MB,16.2 MB,,,392 µs,212 µs,961 µs,12.4 ms,,,14.7 MB,32.1 MB,0%
140,6.98 MB,16.2 MB,,,392 µs,212 µs,844 µs,12.6 ms,,,14.7 MB,32.1 MB,0%
141,6.98 MB,16.2 MB,,,392 µs,182 µs,844 µs,12.8 ms,,,14.7 MB,32.1 MB,0%
142,6.98 MB,16.2 MB,,,299 µs,179 µs,844 µs,13.0 ms,,,14.7 MB,32.1 MB,0%
143,6.98 MB,16.2 MB,,,305 µs,175 µs,844 µs,13.3 ms,,,14.7 MB,32.1 MB,0%
144,6.98 MB,16.2 MB,,,311 µs,184 µs,844 µs,13.5 ms,,,14.7 MB,32.1 MB,0%
145,6.98 MB,16.2 MB,,,368 µs,96.1 µs,844 µs,13.7 ms,,,14.7 MB,32.1 MB,0%
146,6.98 MB,16.2 MB,,,311 µs,96.1 µs,652 µs,13.0 ms,,,14.7 MB,32.1 MB,0%
147,6.98 MB,16.2 MB,,,304 µs,96.1 µs,652 µs,13.0 ms,,,14.7 MB,32.1 MB,0%
148,6.98 MB,16.2 MB,,,298 µs,96.1 µs,652 µs,13.0 ms,,,14.7 MB,32.1 MB,0%
149,6.98 MB,16.2 MB,,,355 µs,96.1 µs,652 µs,13.0 ms,,,14.8 MB,32.1 MB,0%
150,6.98 MB,16.2 MB,,,355 µs,96.1 µs,652 µs,13.0 ms,,,14.8 MB,32.1 MB,0%
151,6.98 MB,16.2 MB,,,355 µs,96.1 µs,652 µs,13.2 ms,,,14.8 MB,32.1 MB,0%
152,6.98 MB,16.2 MB,,,355 µs,96.1 µs,652 µs,13.2 ms,,,14.8 MB,32.1 MB,0%
153,6.98 MB,16.2 MB,,,355 µs,96.1 µs,652 µs,13.2 ms,,,14.8 MB,32.1 MB,0%
154,6.98 MB,16.2 MB,,,355 µs,96.1 µs,652 µs,13.2 ms,,,14.8 MB,32.1 MB,0%
155,6.98 MB,16.2 MB,,,355 µs,96.1 µs,652 µs,13.2 ms,,,14.8 MB,32.1 MB,0%
156,6.98 MB,16.2 MB,,,355 µs,96.1 µs,652 µs,13.2 ms,,,14.8 MB,32.1 MB,0%
157,6.98 MB,16.2 MB,,,355 µs,96.1 µs,652 µs,13.2 ms,,,14.8 MB,32.1 MB,0%
158,6.98 MB,16.2 MB,,,355 µs,83.5 µs,652 µs,13.2 ms,,,14.8 MB,32.1 MB,0%
159,6.98 MB,16.2 MB,,,355 µs,70.9 µs,652 µs,13.2 ms,,,14.8 MB,32.1 MB,0%
160,7.12 MB,16.2 MB,,,355 µs,84.9 µs,647 µs,10.8 ms,,,14.8 MB,32.1 MB,0%
161,7.12 MB,16.2 MB,,,362 µs,83.3 µs,633 µs,11.0 ms,,,14.8 MB,32.1 MB,0%
162,7.12 MB,16.2 MB,,,362 µs,81.6 µs,633 µs,11.2 ms,,,14.8 MB,32.1 MB,0%
163,7.12 MB,16.3 MB,,,362 µs,68.0 µs,633 µs,11.2 ms,,,14.8 MB,32.1 MB,0%
164,7.12 MB,16.3 MB,,,310 µs,68.0 µs,633 µs,11.4 ms,,,14.8 MB,32.1 MB,0%
165,7.12 MB,16.3 MB,,,310 µs,68.0 µs,633 µs,13.4 ms,,,14.8 MB,32.1 MB,0%
166,7.12 MB,16.3 MB,,,310 µs,68.0 µs,633 µs,13.4 ms,,,14.8 MB,32.1 MB,0%
167,7.12 MB,16.3 MB,,,310 µs,68.0 µs,633 µs,13.4 ms,,,14.8 MB,32.1 MB,0%
168,7.12 MB,16.3 MB,,,310 µs,68.0 µs,633 µs,13.4 ms,,,14.8 MB,32.1 MB,0%
169,7.12 MB,16.3 MB,,,310 µs,68.0 µs,633 µs,13.4 ms,,,14.8 MB,32.1 MB,0%
170,7.12 MB,16.3 MB,,,310 µs,68.0 µs,633 µs,13.4 ms,,,14.8 MB,32.1 MB,0%
171,7.12 MB,16.3 MB,,,310 µs,68.0 µs,633 µs,13.4 ms,,,14.8 MB,32.1 MB,0%
172,7.12 MB,16.3 MB,,,310 µs,68.0 µs,633 µs,13.4 ms,,,14.8 MB,32.1 MB,0%
173,7.12 MB,16.3 MB,,,310 µs,68.0 µs,633 µs,13.4 ms,,,14.8 MB,32.1 MB,0%
174,7.12 MB,16.3 MB,,,272 µs,68.0 µs,633 µs,13.4 ms,,,14.8 MB,32.1 MB,0%
175,7.32 MB,16.3 MB,,,272 µs,68.0 µs,627 µs,13.4 ms,,,14.8 MB,32.1 MB,0%
176,7.32 MB,16.3 MB,,,272 µs,67.5 µs,627 µs,13.4 ms,,,14.8 MB,32.1 MB,0%
177,7.32 MB,16.3 MB,,,272 µs,67.5 µs,627 µs,13.4 ms,,,14.8 MB,32.1 MB,0%
178,7.32 MB,16.3 MB,,,272 µs,67.5 µs,627 µs,13.4 ms,,,14.8 MB,32.1 MB,0%
179,7.32 MB,16.3 MB,,,272 µs,67.5 µs,627 µs,11.3 ms,,,14.8 MB,32.1 MB,0%
180,7.32 MB,16.3 MB,,,272 µs,67.5 µs,627 µs,8.81 ms,,,14.8 MB,32.1 MB,0%
181,7.32 MB,16.3 MB,,,272 µs,67.5 µs,624 µs,8.81 ms,,,14.8 MB,32.1 MB,0%
182,7.32 MB,16.3 MB,,,272 µs,67.5 µs,624 µs,10.4 ms,,,14.8 MB,32.1 MB,0%
183,7.32 MB,16.3 MB,,,223 µs,54.4 µs,624 µs,12.9 ms,,,14.8 MB,32.1 MB,0%
184,7.32 MB,16.3 MB,,,219 µs,53.3 µs,624 µs,12.9 ms,,,14.8 MB,32.1 MB,0%
185,7.32 MB,16.3 MB,,,214 µs,52.2 µs,624 µs,12.9 ms,,,14.8 MB,32.1 MB,0%
186,7.32 MB,16.3 MB,,,210 µs,14.2 µs,624 µs,12.9 ms,,,14.8 MB,32.1 MB,0%
187,7.32 MB,16.3 MB,,,205 µs,13.9 µs,624 µs,12.9 ms,,,14.8 MB,32.1 MB,0%
188,7.32 MB,16.3 MB,,,201 µs,13.6 µs,624 µs,12.9 ms,,,14.8 MB,32.1 MB,0%
189,7.32 MB,16.3 MB,,,196 µs,13.3 µs,624 µs,12.9 ms,,,14.8 MB,32.1 MB,0%
190,7.32 MB,16.3 MB,,,97.3 µs,13.0 µs,624 µs,12.9 ms,,,14.8 MB,32.1 MB,0%
191,7.32 MB,16.3 MB,,,97.3 µs,12.7 µs,624 µs,12.9 ms,,,14.8 MB,32.1 MB,0%
192,7.32 MB,16.3 MB,,,125 µs,12.3 µs,624 µs,12.9 ms,,,14.8 MB,32.1 MB,0%
193,7.50 MB,16.3 MB,,,122 µs,12.0 µs,637 µs,12.9 ms,,,14.8 MB,32.1 MB,0%
194,7.50 MB,16.3 MB,,,119 µs,11.7 µs,637 µs,12.9 ms,,,14.8 MB,32.1 MB,0%
195,7.50 MB,16.3 MB,,,116 µs,11.4 µs,637 µs,12.9 ms,,,14.8 MB,32.1 MB,0%
196,7.50 MB,16.3 MB,,,113 µs,11.1 µs,637 µs,12.9 ms,,,14.8 MB,32.1 MB,0%
197,7.50 MB,16.3 MB,,,110 µs,10.8 µs,637 µs,12.7 ms,,,14.8 MB,32.1 MB,0%
198,7.50 MB,16.3 MB,,,106 µs,10.5 µs,637 µs,12.7 ms,,,14.8 MB,32.1 MB,0%
199,7.50 MB,16.3 MB,,,103 µs,10.2 µs,637 µs,12.7 ms,,,14.8 MB,32.1 MB,0%
200,7.50 MB,16.3 MB,,,100.0 µs,9.86 µs,525 µs,12.7 ms,3.73 MB,2.39 MB,14.8 MB,32.1 MB,0%
201,7.50 MB,16.3 MB,,,96.8 µs,9.55 µs,639 µs,12.7 ms,3.73 MB,2.39 MB,14.8 MB,32.1 MB,0%
202,7.50 MB,16.3 MB,,,93.6 µs,9.24 µs,639 µs,12.7 ms,3.73 MB,2.39 MB,14.8 MB,32.1 MB,0%
203,7.50 MB,18.6 MB,,,90.4 µs,8.93 µs,639 µs,12.5 ms,3.73 MB,2.39 MB,14.8 MB,32.1 MB,0%
204,7.50 MB,18.6 MB,,,87.2 µs,,639 µs,12.5 ms,3.73 MB,2.39 MB,14.8 MB,32.1 MB,0%
205,7.50 MB,18.6 MB,,,84.1 µs,,639 µs,12.5 ms,3.73 MB,2.39 MB,14.8 MB,32.1 MB,0%
206,7.50 MB,18.6 MB,,,80.9 µs,,639 µs,12.5 ms,3.73 MB,2.39 MB,14.8 MB,32.1 MB,0%
207,7.50 MB,18.6 MB,,,77.7 µs,,639 µs,12.5 ms,3.73 MB,2.39 MB,14.8 MB,32.1 MB,0%
208,7.50 MB,18.6 MB,,,74.5 µs,,639 µs,12.5 ms,3.73 MB,2.39 MB,14.8 MB,32.1 MB,0%
209,7.69 MB,18.6 MB,,,,,603 µs,12.5 ms,3.73 MB,2.39 MB,14.8 MB,32.1 MB,0%
210,7.69 MB,18.6 MB,431 µs,,,,603 µs,12.5 ms,7.79 MB,2.39 MB,14.8 MB,32.1 MB,0%
211,7.69 MB,18.6 MB,459 µs,,,,603 µs,12.3 ms,7.79 MB,2.39 MB,14.8 MB,32.1 MB,0%
212,7.69 MB,18.6 MB,488 µs,,,,603 µs,12.3 ms,7.79 MB,2.39 MB,14.8 MB,32.1 MB,0%
213,7.69 MB,18.6 MB,517 µs,,,,603 µs,12.3 ms,7.79 MB,2.39 MB,14.8 MB,32.1 MB,0%
214,7.69 MB,18.6 MB,545 µs,,,,603 µs,12.3 ms,7.79 MB,2.39 MB,14.8 MB,32.1 MB,0%
215,7.69 MB,18.6 MB,574 µs,,,,603 µs,12.3 ms,7.79 MB,2.39 MB,14.8 MB,32.1 MB,0%
216,7.69 MB,18.6 MB,602 µs,,,,603 µs,12.3 ms,7.79 MB,2.39 MB,14.8 MB,32.1 MB,0%
217,7.69 MB,16.3 MB,631 µs,,,,603 µs,9.61 ms,7.79 MB,2.39 MB,14.8 MB,32.1 MB,0%
218,7.69 MB,16.3 MB,659 µs,,,,603 µs,9.61 ms,7.79 MB,2.39 MB,14.8 MB,32.1 MB,0%
219,7.69 MB,16.3 MB,688 µs,,,,603 µs,9.61 ms,7.79 MB,2.39 MB,14.8 MB,32.1 MB,0%
220,7.69 MB,16.3 MB,717 µs,,,,599 µs,9.61 ms,7.79 MB,2.39 MB,14.8 MB,32.1 MB,0%
221,7.69 MB,16.3 MB,572 µs,,,,599 µs,9.61 ms,7.79 MB,2.39 MB,14.8 MB,32.1 MB,0%
222,7.69 MB,16.3 MB,572 µs,,,,599 µs,9.61 ms,7.79 MB,2.39 MB,14.8 MB,32.1 MB,0%
223,7.69 MB,16.3 MB,525 µs,,,,599 µs,6.16 ms,7.82 MB,2.39 MB,14.8 MB,32.1 MB,0%
224,7.69 MB,16.3 MB,544 µs,,,,599 µs,6.30 ms,7.82 MB,2.39 MB,14.8 MB,32.1 MB,0%
225,7.69 MB,16.3 MB,562 µs,,,,599 µs,6.43 ms,7.82 MB,2.39 MB,14.8 MB,32.1 MB,0%
226,7.69 MB,16.3 MB,580 µs,,,,599 µs,6.56 ms,7.82 MB,2.39 MB,14.8 MB,32.1 MB,0%
227,7.69 MB,16.3 MB,598 µs,,,,599 µs,6.69 ms,7.82 MB,2.39 MB,14.8 MB,32.1 MB,0%
228,7.69 MB,16.3 MB,617 µs,2.03 ms,,,488 µs,6.83 ms,7.82 MB,16.1 MB,14.8 MB,32.1 MB,0%
229,7.69 MB,16.3 MB,635 µs,2.10 ms,,,478 µs,6.96 ms,7.82 MB,16.1 MB,14.8 MB,32.1 MB,0%
230,7.69 MB,16.3 MB,653 µs,2.16 ms,,,468 µs,6.94 ms,7.82 MB,16.1 MB,14.8 MB,32.1 MB,0%
231,7.69 MB,16.3 MB,671 µs,2.23 ms,,,458 µs,6.81 ms,7.82 MB,16.1 MB,14.8 MB,32.1 MB,0%
232,7.89 MB,16.3 MB,690 µs,2.30 ms,,,519 µs,6.68 ms,7.82 MB,16.1 MB,14.8 MB,32.1 MB,0%
233,7.89 MB,16.3 MB,708 µs,2.37 ms,,,519 µs,6.55 ms,7.82 MB,16.1 MB,14.8 MB,32.1 MB,0%
234,7.89 MB,16.3 MB,726 µs,2.44 ms,,,519 µs,6.41 ms,7.82 MB,16.1 MB,14.8 MB,32.1 MB,0%
235,7.89 MB,16.3 MB,744 µs,2.51 ms,,,455 µs,5.26 ms,7.82 MB,16.1 MB,14.8 MB,32.1 MB,0%
236,7.89 MB,16.3 MB,627 µs,2.58 ms,,,455 µs,5.26 ms,7.82 MB,16.1 MB,14.8 MB,32.1 MB,0%
237,7.89 MB,16.3 MB,627 µs,2.65 ms,,,455 µs,5.26 ms,7.82 MB,16.1 MB,14.8 MB,32.1 MB,0%
238,7.89 MB,16.3 MB,668 µs,2.72 ms,,,455 µs,5.26 ms,7.91 MB,16.1 MB,14.8 MB,32.1 MB,0%
239,7.89 MB,16.3 MB,683 µs,2.78 ms,,,455 µs,5.26 ms,7.91 MB,16.1 MB,14.8 MB,32.1 MB,0%
240,7.89 MB,16.3 MB,698 µs,2.85 ms,,,455 µs,5.26 ms,7.91 MB,16.1 MB,14.8 MB,32.1 MB,0%
241,7.89 MB,16.3 MB,713 µs,2.92 ms,,,455 µs,5.26 ms,7.91 MB,16.1 MB,14.8 MB,32.1 MB,0%
242,7.89 MB,16.3 MB,729 µs,2.99 ms,,,455 µs,5.26 ms,7.91 MB,16.1 MB,14.8 MB,32.1 MB,0%
243,7.89 MB,16.3 MB,744 µs,3.06 ms,,,455 µs,3.36 ms,7.91 MB,16.1 MB,14.8 MB,32.1 MB,0%
244,7.89 MB,16.3 MB,759 µs,3.13 ms,,,455 µs,3.36 ms,7.91 MB,16.1 MB,14.8 MB,32.1 MB,0%
245,7.89 MB,16.3 MB,774 µs,3.20 ms,,,455 µs,3.36 ms,7.91 MB,16.1 MB,14.8 MB,32.1 MB,0%
246,7.89 MB,16.3 MB,789 µs,2.47 ms,,,455 µs,3.36 ms,7.91 MB,16.1 MB,14.8 MB,32.1 MB,0%
247,7.89 MB,16.3 MB,905 µs,2.52 ms,,,428 µs,3.36 ms,7.91 MB,16.1 MB,14.8 MB,32.1 MB,0%
248,7.89 MB,16.3 MB,905 µs,2.58 ms,,,428 µs,3.36 ms,7.91 MB,16.1 MB,14.8 MB,32.1 MB,0%
249,7.89 MB,16.3 MB,905 µs,2.63 ms,,,428 µs,3.36 ms,7.91 MB,16.1 MB,14.8 MB,32.1 MB,0%
250,7.89 MB,16.3 MB,905 µs,2.68 ms,,,428 µs,2.88 ms,7.91 MB,16.1 MB,14.8 MB,32.1 MB,0%
251,7.89 MB,16.3 MB,828 µs,2.73 ms,,,428 µs,2.82 ms,7.98 MB,16.1 MB,14.8 MB,32.1 MB,0%
252,7.89 MB,16.3 MB,828 µs,2.78 ms,,,428 µs,2.77 ms,7.98 MB,16.1 MB,14.8 MB,32.1 MB,0%
253,7.89 MB,16.3 MB,828 µs,2.83 ms,,,385 µs,565 µs,7.98 MB,16.1 MB,14.8 MB,32.1 MB,0%
