step,ram-gpu_queue-proxy,ram-gpu_user-container,cpu-cpu-2_queue-proxy,cpu-cpu-2_user-container,cpu-cpu-1_queue-proxy,cpu-cpu-1_user-container,cpu-gpu_queue-proxy,cpu-gpu_user-container,ram-cpu-2_queue-proxy,ram-cpu-2_user-container,ram-cpu-1_queue-proxy,ram-cpu-1_user-container,gpu_gpu_0
471,7.96 MB,16.3 MB,334 µs,217 µs,,,,,9.31 MB,16.2 MB,,,
472,7.96 MB,16.3 MB,334 µs,217 µs,,,,,9.31 MB,16.2 MB,,,
473,7.96 MB,16.3 MB,334 µs,217 µs,,,,,9.31 MB,16.2 MB,,,
474,7.96 MB,16.3 MB,334 µs,217 µs,,,,,9.31 MB,16.2 MB,,,
475,7.96 MB,16.3 MB,334 µs,217 µs,,,,,9.31 MB,16.2 MB,,,
476,7.96 MB,16.3 MB,334 µs,217 µs,,,,,9.31 MB,16.2 MB,,,
477,7.96 MB,16.3 MB,336 µs,217 µs,,,,,9.31 MB,16.2 MB,,,
478,7.96 MB,16.3 MB,336 µs,217 µs,,,,,9.31 MB,16.2 MB,,,
479,7.96 MB,16.3 MB,336 µs,185 µs,,,,,9.31 MB,16.2 MB,,,
480,7.96 MB,16.3 MB,336 µs,73.7 µs,,,,,9.31 MB,16.2 MB,,,
481,7.96 MB,16.3 MB,336 µs,72.2 µs,,,,,9.31 MB,16.2 MB,,,
482,7.96 MB,16.3 MB,336 µs,83.1 µs,,,,,9.31 MB,16.2 MB,,,
483,7.96 MB,16.3 MB,336 µs,83.1 µs,,,,,9.31 MB,16.2 MB,,,
