step,ram_queue-proxy,ram_user-container,cpu_queue-proxy,cpu_user-container,gpu_gpu_0
476,9.06 MB,16.1 MB,257 µs,44.3 µs,0%
477,9.06 MB,16.1 MB,251 µs,53.1 µs,0%
478,9.06 MB,16.1 MB,245 µs,52.0 µs,0%
479,9.06 MB,16.1 MB,239 µs,50.8 µs,0%
480,9.06 MB,16.1 MB,233 µs,49.6 µs,0%
481,9.06 MB,16.1 MB,227 µs,48.4 µs,0%
482,9.06 MB,16.1 MB,221 µs,74.9 µs,0%
483,9.06 MB,16.1 MB,332 µs,74.9 µs,0%
484,9.06 MB,16.1 MB,332 µs,74.9 µs,0%
485,9.06 MB,16.1 MB,332 µs,74.9 µs,0%
